age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
19,,8.3,0,3,0,NHL,10,0,1988-89,1,12,1,,1,7,,CHI,4
20,,23.4,7,7,-1,NHL,20,0,1989-90,1,47,11,,4,8,,CHI,18
21,,23.1,2,5,2,NHL,6,0,1990-91,1,13,3,,1,4,,CHI,8
22,,21.4,8,10,11,NHL,18,0,1991-92,3,56,12,,4,12,,CHI,22
23,,6.3,1,2,0,NHL,4,0,1992-93,0,16,1,,0,2,,CHI,3
24,,6.7,1,6,4,NHL,6,0,1993-94,1,15,1,,0,2,,CHI,7
25,,7.7,1,2,-2,NHL,8,0,1994-95,0,13,1,,0,16,,CHI,3
26,,23.8,4,7,6,NHL,10,0,1995-96,1,21,5,,1,2,,CHI,12
27,,12.5,2,4,6,NHL,6,0,1996-97,0,16,2,,0,4,,PHX,6
28,,25.0,1,3,-1,NHL,6,0,1997-98,2,20,5,,2,4,,PHX,8
29,,0.0,0,0,-1,NHL,1,0,1998-99,0,2,0,27,0,0,,PHX,0
30,,14.3,1,2,-4,NHL,5,0,1999-00,0,14,2,99,1,10,,PHX,4
32,,0.0,0,0,-3,NHL,5,0,2001-02,0,14,0,93,0,14,,PHI,0
33,,8.1,3,5,1,NHL,13,0,2002-03,1,37,3,274,0,8,,PHI,8
34,,8.2,2,9,4,NHL,18,0,2003-04,1,49,4,325,2,8,,PHI,13
38,,10.0,1,3,0,NHL,12,0,2007-08,0,20,2,174,1,2,32,SJS,5
39,,0.0,0,1,-1,NHL,6,0,2008-09,0,11,0,73,0,12,16,SJS,1
