pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,HC Slovan Harvard Bratislava,0,0,0,Slovakia,1,1995-96,17,0
0,Seattle Thunderbirds,5,0,6,WHL,5,1997-98,19,1
12,Kootenay Ice,8,0,11,WHL,7,1998-99,20,3
2,Albany River Rats,1,0,2,AHL,5,1999-00,21,1
0,HC Vitkovice,0,0,0,CzRep,5,2002-03,24,0
12,MsHK SKP Zilina,1,0,1,Slovakia,4,2003-04,25,0
29,MsHK Zilina,1,0,4,Slovakia,17,2005-06,27,3
6,HC Kosice,2,0,7,Slovakia,11,2006-07,28,5
14,HC Kosice,9,0,15,Slovakia,18,2007-08,29,6
6,HC Kosice,6,0,10,Slovakia,14,2008-09,30,4
16,HC Kosice,7,0,12,Slovakia,16,2009-10,31,5
6,HC Kosice,6,0,12,Slovakia,14,2010-11,32,6
20,HC Kosice,4,0,5,Slovakia,16,2011-12,33,1
