pim,team,assists,plus_minus,points,league,games_played,year,age,goals
73,Listowel Cyclones,14,0,21,ON-Jr.B,31,1984-85,17,7
76,North Bay Centennials,11,0,13,OHL,60,1985-86,18,2
91,North Bay Centennials,13,0,18,OHL,60,1986-87,19,5
60,North Bay Centennials,26,0,35,OHL,46,1987-88,20,9
0,Colorado Rangers,0,0,0,IHL,5,1987-88,20,0
55,Denver Rangers,22,0,29,IHL,64,1988-89,21,7
24,Flint Spirits,21,0,28,IHL,41,1989-90,22,7
28,Binghamton Rangers,46,0,62,AHL,77,1990-91,23,16
22,Binghamton Rangers,41,0,47,AHL,66,1991-92,24,6
34,Cape Breton Oilers,45,0,51,AHL,76,1992-93,25,6
36,Springfield Indians,28,0,36,AHL,78,1993-94,26,8
10,Adirondack Red Wings,19,0,24,AHL,44,1994-95,27,5
32,Adirondack Red Wings,28,0,38,AHL,72,1995-96,28,10
24,Adirondack Red Wings,31,0,36,AHL,69,1996-97,29,5
16,Berlin Capitals,7,0,10,Germany,27,1997-98,30,3
54,Revier Lowen Oberhausen,17,0,20,Germany,52,1998-99,31,3
