year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1986-87,15,12,108,20,0,NOHA,36,Wawa Flyers,32
1987-88,16,42,172,36,0,NOHA,55,Sault Ste. Marie Thunderbirds,78
1988-89,17,4,31,2,0,OHL,36,Ottawa 67\'s,6
1989-90,18,36,146,38,0,OHL,57,Ottawa 67\'s,74
1990-91,19,16,69,6,0,OHL,20,Ottawa 67\'s,22
1991-92,20,20,167,26,0,OHL,33,2 Teams,46
1991-92,20,1,24,1,0,OHL,2,Ottawa 67\'s,2
1991-92,20,19,143,25,0,OHL,31,Sault Ste. Marie Greyhounds,44
1992-93,21,12,131,6,0,AHL,36,Halifax Citadels,18
2008-09,37,8,263,19,0,KHL,40,Vityaz Chekhov,27
2009-10,38,13,110,12,0,KHL,30,Vityaz Chekhov,25
2010-11,39,16,111,13,0,KHL,46,2 Teams,29
2010-11,39,16,111,12,0,KHL,43,Vityaz Chekhov,28
2010-11,39,0,0,1,0,KHL,3,OHK Dynamo Moscow,1
2011-12,40,3,43,0,0,KHL,24,Metallurg Novokuznetsk,3
2012-13,41,1,28,2,0,KHL,28,Metallurg Novokuznetsk,3
