goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,2001-02,41,1257,0,0,0,0,0,0,HC Slovan Harvard Bratislava Jr.,0,0,0,1.96,16,Slovak-Jr.,0,0,22,0,0,0
0,0,0,2001-02,18,416,0,0,0,0,0,0,Slovakia,1,0,0,2.60,16,WJ18-A,0,0,7,0,0,0
0,0,0,2002-03,41,1200,3,0,0,0,0,0,HC Slovan Slovnaft Bratislava Jr.,1,0,0,2.05,17,Slovak-Jr.,0,0,20,0,13,3
0,0,0,2002-03,14,420,0,0,0,0,0,0,Slovakia,0,0,0,2.00,17,WJ18-A,0,0,7,0,0,0
0,0,0,2003-04,51,1694,0,0,0,0,0,0,HC Slovan Bratislava Jr.,0,0,0,1.81,18,Slovak-Jr.,0,0,29,0,0,0
0,0,0,2003-04,54,1240,0,0,0,0,0,0,HK 91 Senica,0,0,0,2.61,18,Slovak-2,0,0,21,0,0,0
0,0,0,2003-04,18,650,0,0,0,0,0,0,HC Slovan Bratislava,0,0,0,1.66,18,Slovakia,0,0,12,0,0,0
0,0,0,2003-04,14,360,0,0,0,0,0,0,Slovakia,0,0,0,2.33,18,WJC-A,0,0,6,0,0,0
0,0,0,2004-05,125,2697,4,6,0,1317,1442,2,Lewiston MAINEiacs,4,0,0,2.78,19,QMJHL,.913,0,47,2,24,17
0,0,0,2004-05,13,360,0,0,0,0,0,0,Slovakia,2,0,0,2.17,19,WJC-A,0,0,6,0,4,2
0,0,0,2005-06,30,786,0,0,0,380,410,0,Hamilton Bulldogs,3,0,0,2.29,20,AHL,.927,0,13,0,7,6
0,0,0,2005-06,35,1026,2,2,0,481,516,0,Long Beach Ice Dogs,2,0,0,2.05,20,ECHL,.932,0,20,0,11,4
0,0,0,2006-07,54,1618,0,2,0,742,796,2,Hamilton Bulldogs,6,0,0,2.00,21,AHL,.932,0,28,2,16,11
0,0,0,2006-07,5,119,0,0,0,47,52,0,Slovakia,1,0,0,2.52,21,WC-A,.904,0,2,0,1,1
0,0,0,2007-08,57,1630,2,0,0,746,803,0,Hamilton Bulldogs,2,0,0,2.10,22,AHL,.929,0,28,0,15,10
0,0,0,2008-09,10,189,0,0,0,68,78,0,Slovakia,0,0,0,3.17,23,WC-A,.872,0,4,0,1,2
0,0,0,2009-10,17,423,0,0,0,156,173,0,Slovakia,1,0,0,2.41,24,Olympics,.902,0,7,0,3,4
0,0,0,2010-11,15,354,0,0,0,150,165,1,Slovakia,0,0,0,2.54,25,WC-A,.909,0,6,1,2,4
0,0,0,2012-13,1,65,0,0,0,0,0,0,Lausitzer Fuchse Weisswasser,0,0,0,0.92,27,German-2,0,0,1,0,1,0
0,0,0,2013-14,0,0,0,0,0,0,0,0,Slovakia (all),0,0,0,0,28,Internationa,0,0,0,0,0,0
0,0,0,2013-14,0,0,0,0,0,0,0,0,Slovakia,0,0,0,0,28,Olympics,0,0,0,0,0,0
0,0,0,2016-17,0,0,0,0,0,0,0,0,Team Europe,0,0,0,0,31,WCup,0,0,0,0,0,0
0,0,0,2016-17,0,0,0,0,0,0,0,0,Bridgeport Sound Tigers,0,0,0,0,31,AHL,0,0,0,0,0,0
