pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Verdun Jr. Maple Leafs,0,0,1,QJHL,2,1940-41,19,1
2,Montreal Jr. Royals,2,0,7,QJHL,2,1941-42,20,5
9,Montreal Jr. Royals,8,0,16,M-Cup,9,1941-42,20,8
0,Montreal RCAF,2,0,3,QSHL,12,1942-43,21,1
0,Montreal RCAF,0,0,0,MCHL,1,1942-43,21,0
2,Montreal RCAF,2,0,9,QSHL,3,1943-44,22,7
4,Quebec Aces,4,0,10,QSHL,7,1944-45,23,6
0,Quebec Aces,0,0,1,Al-Cup,3,1944-45,23,1
0,Quebec Aces,2,0,4,QSHL,6,1945-46,24,2
2,Boston Olympics,1,0,5,EAHL,2,1946-47,25,4
2,Ottawa Senators,4,0,8,QSHL,12,1947-48,26,4
2,Ottawa Senators,8,0,14,Al-Cup,14,1947-48,26,6
8,Ottawa Senators,5,0,7,QSHL,11,1948-49,27,2
0,Ottawa Senators,0,0,3,Al-Cup,6,1948-49,27,3
2,Ottawa Senators,5,0,8,QSHL,7,1949-50,28,3
0,Ottawa Senators,3,0,3,QMHL,5,1950-51,29,0
