age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
21,,33.3,1,0,-1,NHL,4,0,1992-93,0,3,1,,0,2,,BOS,1
22,,16.7,3,4,-1,NHL,13,0,1993-94,0,30,5,,2,4,,BOS,9
23,,0.0,0,1,-2,NHL,5,0,1994-95,0,12,0,,0,4,,BOS,1
24,,10.9,5,4,-4,NHL,18,0,1995-96,1,46,5,,0,10,,PIT,9
28,,0.0,0,0,-1,NHL,4,0,1999-00,0,7,0,73,0,2,,LAK,0
29,,3.3,1,5,-1,NHL,13,0,2000-01,0,30,1,268,0,14,,LAK,6
30,,15.4,1,0,-1,NHL,7,0,2001-02,0,13,2,128,1,2,,LAK,2
31,,6.3,2,7,4,NHL,18,0,2002-03,0,32,2,276,0,6,,OTT,9
32,,10.0,1,1,-2,NHL,7,0,2003-04,0,10,1,112,0,4,,OTT,2
34,,13.0,2,3,3,NHL,10,0,2005-06,0,23,3,126,1,2,,OTT,6
35,,12.5,2,2,2,NHL,12,0,2006-07,0,16,2,224,0,8,,VAN,4
36,,5.9,1,2,1,NHL,12,0,2007-08,0,17,1,174,0,2,30,MTL,3
