assists,year,games_played,points,goals,team,age,pim,plus_minus,league
21,1941-42,24,38,17,Oshawa Generals,19,2,0,OHA-Jr.
3,1942-43,10,4,1,Toronto Army Daggers,20,2,0,OHA-Sr.
15,1944-45,30,29,14,Toronto Army Shamrocks,22,15,0,TIHL
4,1944-45,5,10,6,Toronto Army Daggers,22,0,0,TNDHL
0,1944-45,4,3,3,Toronto Army Daggers,22,2,0,OHA-Sr.
21,1945-46,31,39,18,Toronto Maher Jewels,23,13,0,TIHL
45,1946-47,58,64,19,St. Paul Saints,24,26,0,USHL
43,1947-48,67,72,29,New Haven Ramblers,25,35,0,AHL
26,1948-49,67,58,32,New Haven Ramblers,26,20,0,AHL
22,1949-50,51,35,13,Providence Reds,27,10,0,AHL
30,1950-51,62,42,12,Providence Reds,28,14,0,AHL
45,1951-52,64,63,18,2 Teams,29,26,0,AHL
11,1951-52,22,17,6,Providence Reds,29,10,0,AHL
34,1951-52,42,46,12,Cleveland Barons,29,16,0,AHL
20,1952-53,59,29,9,Buffalo Bisons,30,25,0,AHL
27,1953-54,56,49,22,Providence Reds,31,26,0,AHL
32,1954-55,56,49,17,Providence Reds,32,42,0,AHL
14,1955-56,34,26,12,Providence Reds,33,40,0,AHL
25,1956-57,60,43,18,Providence Reds,34,76,0,AHL
15,1957-58,58,22,7,Providence Reds,35,33,0,AHL
31,1958-59,48,48,17,Washington Presidents,36,34,0,EHL
36,1959-60,64,63,27,Washington Presidents,37,40,0,EHL
34,1960-61,62,46,12,Philadelphia Ramblers,38,17,0,EHL
