assists,year,games_played,points,goals,team,age,pim,plus_minus,league
48,1991-92,60,95,47,Ajax Knights,14,100,0,Minor-ON
48,1992-93,60,69,21,Ajax Knights,15,45,0,Minor-ON
27,1993-94,47,44,17,Wexford Raiders,16,26,0,ON-Jr.A
33,1994-95,66,53,20,Peterborough Petes,17,21,0,OHL
35,1995-96,66,70,35,Peterborough Petes,18,47,0,OHL
48,1996-97,66,84,36,Peterborough Petes,19,34,0,OHL
4,1997-98,7,4,0,Port Huron Border Cats,20,10,4,UHL
7,1997-98,36,13,6,Beast of New Haven,20,10,1,AHL
1,1997-98,7,1,0,Fort Wayne Komets,20,0,-3,IHL
7,1998-99,13,17,10,Miami Matadors,21,0,4,ECHL
9,1998-99,36,17,8,Kentucky Thoroughblades,21,9,9,AHL
38,1999-00,74,63,25,Louisville Panthers,22,6,31,AHL
23,2000-01,77,48,25,2 Teams,23,18,0,AHL
14,2000-01,34,23,9,Louisville Panthers,23,8,0,AHL
9,2000-01,43,25,16,Hartford Wolf Pack,23,10,0,AHL
47,2001-02,68,78,31,Charlotte Checkers,24,28,0,ECHL
