age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,SC,9.5,2,4,8,NHL,20,0,1985-86,1,21,2,,0,76,,MTL,6
23,,9.1,1,5,2,NHL,14,0,1986-87,0,11,1,,0,29,,MTL,6
24,,7.1,1,5,5,NHL,11,0,1987-88,0,14,1,,0,24,,MTL,6
25,,12.5,3,7,3,NHL,21,0,1988-89,0,24,3,,0,40,,MTL,10
26,,16.7,3,5,5,NHL,11,0,1989-90,1,18,3,,0,30,,MTL,8
27,,20.0,2,10,7,NHL,13,0,1990-91,0,15,3,,1,42,,MTL,13
28,,6.7,1,1,-1,NHL,11,0,1991-92,0,15,1,,0,20,,MTL,2
29,,0.0,0,3,0,NHL,6,0,1992-93,0,5,0,,0,12,,CGY,3
32,,3.7,1,3,6,NHL,21,0,1995-96,0,27,1,,0,18,,FLA,4
34,,0.0,0,1,0,NHL,17,0,1997-98,0,14,0,,0,16,,DAL,1
35,SC,0.0,0,2,0,NHL,19,0,1998-99,0,10,0,8:30,0,16,162,DAL,2
