age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,4,1,NHL,5,0,1987-88,0,3,0,,0,8,,CHI,4
23,,17.6,2,6,9,NHL,15,1,1988-89,0,17,3,,0,20,,CHI,9
24,,11.1,0,5,-1,NHL,20,0,1989-90,1,27,3,,3,27,,CHI,8
25,,0.0,0,0,0,NHL,1,0,1990-91,0,1,0,,0,0,,CHI,0
27,,18.8,2,2,-3,NHL,6,0,1992-93,0,16,3,,1,6,,CGY,5
28,,0.0,0,0,-5,NHL,7,0,1993-94,0,11,0,,0,16,,CGY,0
29,,0.0,0,0,-4,NHL,2,0,1994-95,0,1,0,,0,2,,CGY,0
30,,0.0,0,0,-3,NHL,4,0,1995-96,0,1,0,,0,2,,CGY,0
