even_strength_goals,assists,team,goals,pim,age,game_winning_goals,total_ice_time,league,shorthanded_goals,shots,average_ice_time,year,games_played,shotsPercentage,win,power_play_goals,points,plus_minus
2,4,COL,2,21,24,0,,NHL,0,16,192,2000-01,23,12.5,SC,0,6,4
1,2,COL,1,9,25,0,,NHL,0,16,204,2001-02,19,6.3,,0,3,-3
1,2,COL,1,2,26,0,,NHL,0,9,100,2002-03,7,11.1,,0,3,0
0,0,COL,1,0,27,0,,NHL,1,15,144,2003-04,11,6.7,,0,1,2
1,1,COL,1,31,29,0,,NHL,0,10,121,2005-06,9,10.0,,0,2,-2
0,0,STL,0,4,32,0,2,NHL,0,1,27,2008-09,3,0.0,,0,0,-1
