age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
22,,0.0,0,5,-3,NHL,11,0,2002-03,0,32,0,246,0,12,,TBL,5
23,SC,13.6,5,14,5,NHL,23,0,2003-04,0,88,12,540,0,4,,TBL,0
25,,12.5,3,5,-5,NHL,5,0,2005-06,0,24,3,121,0,6,,TBL,8
26,,11.5,1,5,-4,NHL,6,0,2006-07,0,26,3,154,2,6,,TBL,8
27,,5.6,3,12,1,NHL,18,0,2007-08,0,54,3,380,0,8,106,DAL,15
31,,8.5,4,9,-2,NHL,20,0,2011-12,0,71,6,444,2,8,126,NYR,15
32,,5.6,1,0,-3,NHL,10,0,2012-13,0,18,1,147,0,2,39,NYR,1
33,,6.8,3,7,-2,NHL,25,0,2013-14,2,74,5,425,2,4,133,NYR,12
34,SC,6.0,2,11,4,NHL,23,0,2014-15,0,50,3,385,1,8,89,CHI,14
35,,8.3,0,0,-4,NHL,5,0,2015-16,0,12,1,75,1,7,24,DET,1
