year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1996-97,16,39,73,48,0,SJHL,63,Notre Dame Hounds,87
1996-97,16,0,0,0,0,U-18,3,Canada,0
1997-98,17,33,44,82,12,QMJHL,68,Rimouski Oceanic,115
1998-99,18,39,55,92,18,QMJHL,59,Rimouski Oceanic,131
1999-00,19,71,69,115,80,QMJHL,63,Rimouski Oceanic,186
1999-00,19,1,0,1,0,WJC-A,7,Canada,2
2000-01,20,3,0,3,6,WC-A,7,Canada,6
2004-05,24,1,0,3,2,W-Cup,6,Canada,4
2004-05,24,2,16,5,0,Russia,6,Ak Bars Kazan,7
2005-06,25,2,6,2,3,Olympics,6,Canada,4
