bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,MJHL,16,Brandon Wheat Kings,960,18,8,0,0,66,0,0,0,0,8,0,0,0,0,0,1951-52,0,4.13,0,0
0,MJHL,36,Brandon Wheat Kings,2160,19,11,0,0,123,0,0,1,1,23,0,0,0,0,0,1952-53,0,3.42,0,0
0,EHL,57,EHL Roving Goaltender,3420,20,0,0,0,239,0,0,0,1,0,0,0,0,0,0,1953-54,0,4.19,0,0
0,MHL-Sr.,24,Brandon Regals,1440,21,0,0,0,95,0,0,0,2,0,0,0,0,0,0,1954-55,0,3.96,0,0
0,WHL,4,Winnipeg Warriors,240,23,2,0,0,20,0,0,0,0,2,0,0,0,0,0,1956-57,0,5.00,0,0
0,NOHA,33,Sault Ste. Marie Greyhounds,1980,23,0,0,0,133,0,0,0,1,0,0,0,0,0,0,1956-57,0,4.03,0,0
0,WHL,3,Winnipeg Warriors,180,24,2,0,0,8,0,0,1,0,0,0,0,0,0,0,1957-58,0,2.67,0,0
0,OMSHL,1,Warroad Lakers,60,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1961-62,0,3.00,0,0
0,SSHL,6,Winnipeg Maroons,360,29,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1962-63,0,4.17,0,0
0,SSHL,2,Winnipeg Maroons,120,31,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1964-65,0,4.00,0,0
