average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,10,0,0,WHA,20,0,85,-1,50,5,0,0,0,1974-75,MFS,5,5,[],10.0,,32
,20,1,0,WHA,21,0,220,-16,81,9,0,0,0,1975-76,TOT,9,11,[],11.1,,68
,18,1,0,WHA,21,0,189,-14,68,8,0,0,0,1975-76,MFS,8,10,[],11.8,,58
,2,0,0,WHA,21,0,31,-2,13,1,0,0,0,1975-76,EDO,1,1,[],7.7,,10
,19,0,0,WHA,22,0,136,-3,96,11,0,0,0,1976-77,TOT,11,8,[],11.5,,71
,7,0,0,WHA,22,0,55,-1,50,4,0,0,0,1976-77,MNF,4,3,[],8.0,,36
,12,0,0,WHA,22,0,81,-2,46,7,0,0,0,1976-77,NEW,7,5,[],15.2,,35
,29,0,0,WHA,23,0,192,9,81,9,0,0,0,1977-78,NEW,9,20,[],11.1,,67
,9,0,0,WHA,24,0,61,-6,39,2,0,0,0,1978-79,NEW,2,7,[],5.1,,34
,3,0,0,NHL,24,0,40,2,18,3,0,0,0,1978-79,MNS,3,0,[],16.7,,16
,9,0,0,NHL,26,2,108,-5,24,7,0,0,0,1980-81,MNS,7,2,[],29.2,,43
,12,1,0,NHL,27,4,103,-5,39,7,1,0,0,1981-82,MNS,8,4,[],20.5,,57
,7,1,0,NHL,28,1,58,-3,43,6,0,0,0,1982-83,STL,6,1,[],14.0,,54
,14,0,0,NHL,29,8,95,9,35,6,0,0,0,1983-84,STL,6,8,[],17.1,,58
,0,0,0,NHL,32,0,13,0,1,0,0,0,0,1986-87,MNS,0,0,[],0.0,,8
