average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,12,0,0,NHL,18,7,6,0,29,2,1,0,2,1983-84,TOR,3,9,[],10.3,,14
,22,1,2,NHL,19,10,44,-23,130,10,0,0,0,1984-85,TOR,12,10,[],9.2,,69
,60,4,1,NHL,20,34,52,0,203,18,3,0,4,1985-86,TOR,22,38,"[{'link': '/awards/voting-1986.html#selke', 'name': 'Selke-22'}]",10.8,,73
,73,3,6,NHL,21,23,90,-20,282,20,3,3,18,1986-87,TOR,29,44,[],10.3,,79
,49,1,3,NHL,22,16,47,-16,212,14,6,0,10,1987-88,TOR,23,26,[],10.8,,65
,41,3,1,NHL,23,16,19,9,147,15,7,0,2,1988-89,TOT,23,18,[],15.6,,73
,2,0,1,NHL,23,1,4,-2,11,0,0,0,0,1988-89,TOR,1,1,[],9.1,,9
,39,3,0,NHL,23,15,15,11,136,15,7,0,2,1988-89,MTL,22,17,[],16.2,,64
,59,2,0,NHL,24,28,27,14,294,24,3,0,4,1989-90,MTL,27,32,"[{'link': '/awards/voting-1990.html#selke', 'name': 'Selke-16'}]",9.2,,0
,76,5,1,NHL,25,36,29,5,279,20,5,2,12,1990-91,MTL,26,50,"[{'link': '/awards/voting-1991.html#byng', 'name': 'Byng-13'}]",9.3,,79
,21,1,1,NHL,26,12,6,6,63,6,0,0,2,1991-92,MTL,7,14,[],11.1,,27
,79,3,2,NHL,27,28,49,1,294,20,14,1,14,1992-93,MNS,36,43,[],12.2,,84
,80,4,0,NHL,28,41,59,6,231,18,5,0,16,1993-94,DAL,23,57,[],10.0,,84
,35,2,2,NHL,29,13,17,2,132,7,2,1,10,1994-95,TOT,11,24,[],8.3,,45
,17,1,0,NHL,29,5,13,-8,90,5,2,0,5,1994-95,DAL,7,10,[],7.8,,32
,18,1,2,NHL,29,8,4,10,42,2,0,1,5,1994-95,VAN,4,14,[],9.5,,13
,65,4,4,NHL,30,30,40,25,205,16,6,5,4,1995-96,VAN,26,39,[],12.7,,81
,35,2,1,NHL,31,16,26,1,125,8,2,1,7,1996-97,TOT,11,24,[],8.8,,61
,28,1,0,NHL,31,13,24,4,101,8,1,1,5,1996-97,VAN,9,19,[],8.9,,47
,7,1,1,NHL,31,3,2,-3,24,0,1,0,2,1996-97,NYR,2,5,[],8.3,,14
,18,4,4,NHL,32,3,27,-2,97,7,1,0,3,1997-98,LAK,12,6,[],12.4,,58
15:03,19,1,1,NHL,33,12,19,-9,77,5,0,1,0,1998-99,LAK,6,13,[],7.8,858,57
