assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Hamilton Tiger Cubs,0,1953-54,4,0,0,17,0,OHA-Jr.
7,Hamilton Tiger Cubs,1,1954-55,38,8,15,18,0,OHA-Jr.
14,Hamilton Tiger Cubs,10,1955-56,44,24,98,19,0,OHA-Jr.
9,Hamilton Tiger Cubs,6,1956-57,46,15,120,20,0,OHA-Jr.
0,Springfield Indians,0,1956-57,2,0,2,20,0,AHL
10,Edmonton Flyers,4,1957-58,62,14,88,21,0,WHL
10,Edmonton Flyers,5,1958-59,35,15,39,22,0,WHL
0,2 Teams,0,1958-59,15,0,8,22,0,AHL
0,Hershey Bears,0,1958-59,2,0,4,22,0,AHL
0,Springfield Indians,0,1958-59,13,0,4,22,0,AHL
0,Seattle Totems,0,1959-60,1,0,0,23,0,WHL
27,Sudbury Wolves,8,1959-60,64,35,71,23,0,EPHL
14,Sudbury Wolves,9,1960-61,48,23,67,24,0,EPHL
22,Sudbury Wolves,18,1961-62,69,40,98,25,0,EPHL
35,Calgary Stampeders,14,1962-63,61,49,64,26,0,WHL
32,St. Louis Braves,6,1963-64,70,38,86,27,0,CPHL
12,St. Louis Braves,2,1964-65,25,14,30,28,0,CPHL
4,Los Angeles Blades,2,1964-65,14,6,12,28,0,WHL
44,Los Angeles Blades,10,1965-66,67,54,61,29,0,WHL
25,Los Angeles Blades,3,1966-67,57,28,63,30,0,WHL
12,Port Huron Flags,4,1967-68,22,16,20,31,0,IHL
25,2 Teams,5,1968-69,66,30,52,32,0,IHL
14,Des Moines Oak Leafs,2,1968-69,30,16,25,32,0,IHL
11,Fort Wayne Komets,3,1968-69,36,14,27,32,0,IHL
40,Long Island Ducks,5,1969-70,46,45,38,33,0,EHL
3,Port Huron Flags,5,1970-71,21,8,16,34,0,IHL
