year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1999-00,16,6,10,5,0,Russia-3,14,Spartak Moscow 2,11
1999-00,16,1,2,0,0,Russia-2,14,Spartak Moscow,1
1999-00,16,8,2,1,0,Nat-Tm,9,Russia,9
2000-01,17,1,6,4,0,4-Nations,7,Russia,5
2000-01,17,2,0,2,5,WJ18-A,6,Russia,4
2000-01,17,1,4,2,0,5-Nations,4,Russia,3
2001-02,18,7,8,6,0,Russia-2,23,HK CSKA Moscow,13
2001-02,18,0,2,0,0,Russia,12,Spartak Moscow,0
2001-02,18,7,14,9,0,Russia-3,13,HK CSKA Moscow 2,16
2002-03,19,36,60,46,29,QMJHL,51,Quebec Remparts,82
2002-03,19,1,2,0,0,WJC-A,6,Russia,1
2003-04,20,23,46,20,0,AHL,63,Milwaukee Admirals,43
2004-05,21,20,31,15,-3,AHL,70,Milwaukee Admirals,35
2005-06,22,17,42,17,5,AHL,58,2 Teams,34
2005-06,22,14,34,15,3,AHL,46,Milwaukee Admirals,29
2005-06,22,3,8,2,2,AHL,12,Peoria Rivermen,5
2006-07,23,9,63,5,0,Russia,38,Vityaz Chekhov,14
2007-08,24,12,54,9,0,Russia,54,CSKA Moscow,21
2008-09,25,4,63,6,0,KHL,50,2 Teams,10
2008-09,25,0,41,1,0,KHL,17,SKA St. Petersburg,1
2008-09,25,4,22,5,0,KHL,33,Torpedo Nizhny Novgorod,9
2009-10,26,12,26,11,0,KHL,51,Avangard Omsk Region,23
2010-11,27,2,21,3,0,KHL,23,Avangard Omsk Region,5
2011-12,28,4,24,6,0,KHL,46,2 Teams,10
2011-12,28,3,14,4,0,KHL,23,Sibir Novosibirsk,7
2011-12,28,1,10,2,0,KHL,23,Atlant Moscow Region,3
2012-13,29,3,10,5,0,KHL,22,Amur Khabarovsk,8
