power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,3,1,0,NHL,1984-85,21,1,LAK,,0,2,0,0,7,,,14.3,1
0,2,0,0,NHL,1986-87,23,0,WSH,,0,0,0,0,4,,,0.0,0
0,13,6,0,NHL,1987-88,24,2,WSH,,4,13,-1,0,21,,,9.5,2
0,9,1,0,NHL,1988-89,25,0,BOS,,1,33,2,0,16,,,0.0,0
1,21,6,2,NHL,1989-90,26,3,BOS,,3,34,-8,0,35,,,8.6,2
0,16,6,0,NHL,1990-91,27,1,BOS,,5,17,-2,0,20,,,5.0,1
0,5,3,0,NHL,1994-95,31,0,BUF,,3,4,-3,0,12,,,0.0,0
0,12,6,0,NHL,1996-97,33,0,BUF,,6,14,2,0,22,,,0.0,0
0,4,1,0,NHL,1997-98,34,0,LAK,,1,2,-2,0,6,,,0.0,0
0,4,0,0,NHL,1999-00,36,0,LAK,20:44,0,0,-2,0,9,83,,0.0,0
