pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,HC Pardubice Jr.,11,0,27,CzRep-Jr.,25,1993-94,15,16
36,Kelowna Spartans,25,0,48,BCJHL,51,1994-95,16,23
22,Barrie Colts,30,0,59,OHL,59,1995-96,17,29
42,Barrie Colts,61,0,103,OHL,64,1996-97,18,42
0,Kingston Frontenacs,1,-1,1,OHL,2,1997-98,19,0
12,Portland Pirates,4,1,5,AHL,3,1997-98,19,1
14,Cincinnati Cyclones,2,-5,4,IHL,10,1998-99,20,2
0,Portland Pirates,2,-3,2,AHL,4,2000-01,22,0
113,HC Moeller Pardubice,25,0,49,CzRep,45,2004-05,26,24
10,Czech Republic,0,-1,0,Olympics,8,2005-06,27,0
0,Czech Republic,0,-4,0,WC-A,9,2005-06,27,0
106,Khimik Moscow Region,29,0,47,Russia,57,2007-08,29,18
16,Atlant Moscow Region,8,0,17,KHL,35,2008-09,30,9
68,Atlant Moscow Region,18,0,43,KHL,56,2009-10,31,25
62,Atlant Moscow Region,15,0,29,KHL,42,2010-11,32,14
68,Traktor Chelyabinsk,14,0,19,KHL,43,2011-12,33,5
32,Traktor Chelyabinsk,15,0,31,KHL,49,2012-13,34,16
