year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2002-03,14,7,6,10,0,CzR-U17,18,HC Sparta Praha U17,17
2003-04,15,25,42,17,0,CzR-U17,33,HC Sparta Praha U17,42
2003-04,15,12,10,5,0,CzRep-Jr.,23,HC Sparta Praha Jr.,17
2004-05,16,2,6,3,0,CzR-U17,2,HC Sparta Praha U17,5
2004-05,16,26,24,31,0,CzRep-Jr.,45,HC Sparta Praha Jr.,57
2005-06,17,24,55,28,19,WHL,69,Vancouver Giants,52
2006-07,18,24,56,31,20,WHL,56,Vancouver Giants,55
2007-08,19,27,62,34,29,WHL,51,Vancouver Giants,61
2008-09,20,19,58,30,-13,AHL,75,Rochester Americans,49
2009-10,21,22,57,31,14,AHL,60,Rochester Americans,53
2010-11,22,11,38,34,-9,AHL,53,Rochester Americans,45
2011-12,23,14,51,21,2,AHL,55,San Antonio Rampage,35
2012-13,24,4,32,6,0,KHL,47,HC Lev Praha,10
