assists,year,games_played,points,goals,team,age,pim,plus_minus,league
29,2010-11,42,55,26,Coll\xc3\xa8ge Charles-L. Riverains,16,28,0,QMAAA
15,2011-12,50,32,17,Rouyn-Noranda Huskies,17,42,-5,QMJHL
40,2012-13,68,85,45,Rouyn-Noranda Huskies,18,59,21,QMJHL
0,2012-13,2,1,1,QMJHL All-Stars,18,0,-5,Jr Super Ser
26,2013-14,65,75,49,Rouyn-Noranda Huskies,19,53,4,QMJHL
0,2013-14,1,0,0,Wilkes-Barre/Scranton Penguins,19,0,0,AHL
11,2014-15,43,21,10,Wilkes-Barre/Scranton Penguins,20,16,1,AHL
3,2014-15,14,7,4,Wheeling Nailers,20,6,2,ECHL
16,2015-16,75,36,20,Wilkes-Barre/Scranton Penguins,21,36,13,AHL
16,2016-17,73,34,18,Wilkes-Barre/Scranton Penguins,22,59,13,AHL
