assists,year,games_played,points,goals,team,age,pim,plus_minus,league
0,1930-31,1,1,1,Moncton Aberdeens,17,0,0,High-NB
2,1930-31,2,5,3,Moncton Athletics,17,0,0,M-Cup
1,1931-32,3,6,5,Moncton Wheelers,18,5,0,MJHL
1,1932-33,2,3,2,Moncton Hawks,19,4,0,MJHL
4,1932-33,6,17,13,Moncton Swift\'s,19,0,0,MCIHL
3,1933-34,2,8,5,Toronto Young Rangers,20,4,0,OHA-Jr.
0,1933-34,2,0,0,Toronto Young Rangers,20,16,0,M-Cup
1,1934-35,5,3,2,Toronto Lions,21,6,0,OHA-Jr.
1,1934-35,3,3,2,Toronto Dominions,21,4,0,OHA-Sr.
2,1935-36,8,5,3,Pittsburgh Yellowjackets,22,0,0,EAHL
6,1944-45,11,14,8,Valleyfield Braves,31,2,0,QPHL
0,1944-45,3,0,0,Valleyfield Braves,31,0,0,Al-Cup
12,1946-47,11,53,41,Charlottetown Legion,33,4,0,NSSHL
4,1949-50,11,5,1,Saint John Beavers,36,12,0,NBSHL
