average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:46,0,5,0,0,0,NHL,21,4,0,14,5,11,0,1,0,0,0,0,0,2000-01,NJD,1,0,4,0,9.1,255,20,[]
12:37,0,1,0,0,0,NHL,22,1,0,30,-12,22,0,0,0,0,0,0,0,2001-02,NJD,0,0,1,0,0.0,467,37,[]
11:35,0,1,0,0,0,NHL,23,1,0,19,2,5,0,0,0,0,0,0,0,2002-03,CGY,0,0,1,0,0.0,69,6,[]
15:17,0,0,0,0,0,NHL,24,0,0,25,-4,10,0,0,0,0,0,0,0,2003-04,CGY,0,0,0,0,0.0,183,12,[]
15:30,0,13,2,0,0,NHL,26,8,0,138,12,72,0,3,0,0,1,1,0,2005-06,CAR,3,0,10,0,4.2,1116,72,[]
19:54,0,29,1,2,0,NHL,27,18,0,113,0,136,0,5,0,0,3,1,0,2006-07,CAR,7,0,22,0,5.1,1631,82,[]
18:13,211,14,0,0,95,NHL,28,10,0,100,-7,97,0,3,0,0,1,0,23,2007-08,TOT,3,144,11,28,3.1,1220,67,[]
19:16,149,12,0,0,62,NHL,28,8,0,74,2,67,0,3,0,0,1,0,15,2007-08,CAR,3,93,9,17,4.5,790,41,[]
16:33,62,2,0,0,33,NHL,28,2,0,26,-9,30,0,0,0,0,0,0,8,2007-08,OTT,0,51,2,11,0.0,430,26,[]
22:54,230,24,0,0,162,NHL,29,17,2,100,11,103,66.7,5,1,0,0,2,18,2008-09,CBJ,5,201,19,24,4.9,1854,81,[]
19:00,119,11,1,0,87,NHL,30,8,0,62,-9,54,0,2,0,0,0,1,8,2009-10,CBJ,2,128,9,16,3.7,1083,57,[]
18:34,71,6,2,0,25,NHL,31,1,0,44,-8,32,0.0,2,1,0,1,2,5,2010-11,CBJ,2,38,4,7,6.3,371,20,[]
12:36,54,2,0,0,32,NHL,32,2,0,38,7,23,0,0,0,0,0,0,4,2011-12,TOT,0,53,2,7,0.0,378,30,[]
11:30,32,2,0,0,19,NHL,32,2,0,21,3,16,0,0,0,0,0,0,3,2011-12,DET,0,32,2,4,0.0,195,17,[]
14:03,22,0,0,0,13,NHL,32,0,0,17,4,7,0,0,0,0,0,0,1,2011-12,TBL,0,21,0,3,0.0,183,13,[]
