assists,team,goals,year,games_played,points,pim,age,plus_minus,league
0,Prince Albert Raiders,0,1986-87,3,0,12,17,0,WHL
50,Melville Millionaires,38,1987-88,60,88,0,18,0,SJHL
37,Melville Millionaires,24,1988-89,29,61,49,19,0,SJHL
33,Northern Michigan U.,23,1989-90,39,56,52,20,0,WCHA
41,Northern Michigan U.,22,1990-91,43,63,59,21,0,WCHA
52,Northern Michigan U.,28,1991-92,39,80,115,22,0,WCHA
2,Phoenix Roadrunners,0,1992-93,3,2,2,23,0,IHL
34,Binghamton Rangers,27,1993-94,67,61,61,24,0,AHL
13,Binghamton Rangers,15,1994-95,49,28,44,25,0,AHL
10,Atlanta Knights,5,1994-95,17,15,28,25,0,IHL
26,Canada,17,1995-96,53,43,68,26,0,Nat-Tm
27,Star Bulls Rosenheim,22,1996-97,47,49,187,27,0,Germany
19,Star Bulls Rosenheim,8,1997-98,42,27,83,28,0,Germany
44,Star Bulls Rosenheim,23,1998-99,52,67,65,29,0,Germany
16,Berlin Capitals,16,1999-00,48,32,90,30,0,Germany
23,Berlin Capitals,11,2000-01,48,34,87,31,0,Germany
19,HC Milano,22,2001-02,38,41,83,32,0,Italy
