shots_againist,good_start_precentages,ties,saves,minutes,games_played,assists,year,goals,wins,goals_allowed_average,league,games_started,goals_allowed,goals_allowed_precentage,goals_saved_aboved_average,loses,good_starts,saves_percentage,age,pim,shutouts,points,bad_start,team
0,0,1,0,1647,30,0,2003-04,0,13,3.24,BCHL,0,89,0,0,15,0,0,17,0,2,0,0,Coquitlam Express
0,0,0,0,162,5,0,2004-05,0,1,1.85,ECAC,0,5,0,0,1,0,0,18,0,0,0,0,Colgate U. Red Raiders
0,0,6,0,2126,36,1,2005-06,0,18,2.29,ECAC,0,81,0,0,11,0,0,19,0,4,1,0,Colgate U. Red Raiders
0,0,4,0,2136,36,1,2006-07,0,15,2.33,ECAC,0,83,0,0,17,0,0,20,2,1,1,0,Colgate U. Red Raiders
0,0,6,0,2389,41,2,2007-08,0,18,2.16,ECAC,0,86,0,0,16,0,0,21,2,6,2,0,Colgate U. Red Raiders
753,0,2,695,1663,30,1,2008-09,0,15,2.09,AHL,0,58,0,0,10,0,.923,22,2,1,1,0,Milwaukee Admirals
1266,0,4,1157,2804,49,1,2009-10,0,27,2.33,AHL,0,109,0,0,16,0,.914,23,4,4,1,0,Milwaukee Admirals
52,0,0,51,125,2,0,2009-10,0,2,0.48,ECHL,0,1,0,0,0,0,.981,23,2,1,0,0,Cincinnati Cyclones
1212,0,5,1128,2500,43,0,2010-11,0,23,2.02,AHL,0,84,0,0,12,0,.931,24,0,4,0,0,Milwaukee Admirals
120,0,1,104,240,5,0,2011-12,0,1,4.00,AHL,0,16,0,0,2,0,.867,25,0,0,0,0,Springfield Falcons
909,0,1,814,1914,35,0,2012-13,0,16,2.98,AHL,0,95,0,0,14,0,.895,26,0,2,0,0,St. John\'s IceCaps
