pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,AC ZPS Zlin Jr.,24,0,51,CzRep-Jr.,45,1996-97,17,27
0,HC ZPS Zlin Jr.,35,0,56,CzRep-Jr.,36,1997-98,18,21
0,HC ZPS Barum Zlin,2,0,2,CzRep,6,1997-98,18,0
12,HC ZPS Barum Zlin,8,0,12,CzRep,41,1998-99,19,4
0,Czech Republic,3,0,5,WJC-A,6,1998-99,19,2
2,HC Zlin Jr.,5,0,10,CzRep-Jr.,4,1999-00,20,5
0,HC Barum Continental Zlin,10,0,17,CzRep,48,1999-00,20,7
32,HC Continental Zlin,17,0,25,CzRep,52,2000-01,21,8
32,HC Continental Zlin,19,0,44,CzRep,50,2001-02,22,25
26,HC Hame Zlin,8,0,22,CzRep,31,2002-03,23,14
2,HPK Hameenlinna,7,0,12,Finland,13,2002-03,23,5
2,Czech Republic,0,0,1,WC-A,8,2002-03,23,1
54,HC Hame Zlin,18,0,47,CzRep,51,2003-04,24,29
74,HC Hame Zlin,16,0,46,CzRep,52,2004-05,25,30
6,Syracuse Crunch,3,5,6,AHL,14,2005-06,26,3
2,Czech Republic,2,1,6,WC-A,9,2005-06,26,4
6,Syracuse Crunch,3,-6,5,AHL,6,2006-07,27,2
4,HV 71 Jonkoping,10,0,13,Sweden,25,2006-07,27,3
4,Czech Republic,0,1,0,WC-A,6,2006-07,27,0
92,RI Okna Zlin,14,0,45,CzRep,62,2007-08,28,31
72,RI Okna Zlin,16,0,36,CzRep,52,2008-09,29,20
32,PSG Zlin,21,0,42,CzRep,45,2009-10,30,21
34,PSG Zlin,13,0,35,CzRep,52,2010-11,31,22
44,BK Mlada Boleslav,22,0,43,CzRep,64,2011-12,32,21
28,PSG Zlin,13,0,39,CzRep,52,2012-13,33,26
