age,win,shotsPercentage,even_strength_goals,assists,plus_minus,league,games_played,shorthanded_goals,year,game_winning_goals,shots,goals,average_ice_time,power_play_goals,pim,total_ice_time,team,points
25,SC,0.0,0,1,0,NHL,3,0,1997-98,0,1,0,,0,0,,DET,1
29,,0.0,0,0,0,NHL,2,0,2001-02,0,2,0,7,0,0,,BOS,0
30,,0.0,0,2,-2,NHL,5,0,2002-03,0,8,0,88,0,2,,BOS,2
31,,12.5,1,0,-5,NHL,7,0,2003-04,0,16,2,138,1,0,,BOS,2
33,,5.9,1,3,1,NHL,6,0,2005-06,0,17,1,116,0,8,,PHI,4
35,,12.0,3,4,-1,NHL,12,0,2007-08,1,25,3,223,0,6,45,PHI,7
36,,10.5,2,1,-2,NHL,6,0,2008-09,0,19,2,111,0,2,23,PHI,3
37,,8.7,1,4,2,NHL,7,1,2009-10,0,23,2,125,0,6,35,WSH,6
38,,16.7,1,0,2,NHL,6,0,2010-11,0,12,2,127,1,8,19,WSH,2
39,,25.0,2,1,3,NHL,11,0,2011-12,0,8,2,100,0,6,12,WSH,3
