goalie_point_share,bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,awards,saves
4.4,0,NHL,24,NYI,1292,20,14,100,0,70,0,-0.21,1,1,7,0,0,0,0,.904,1999-00,730,3.25,0,[],660
10.6,0,NHL,47,FLA,2628,21,24,83,0,107,0,21.95,7,5,12,0,0,0,0,.920,2000-01,1333,2.44,2,"[{'link': '/awards/voting-2001.html#calder', 'name': 'Calder-9'}]",1226
11.6,0,NHL,58,FLA,3030,22,33,92,1,140,0,12.49,4,4,16,1,0,0,0,.915,2001-02,1653,2.77,2,[],1513
0,0,NHL,65,FLA,3627,23,34,89,0,164,0,19.33,7,6,20,0,0,0,0,.918,2002-03,2011,2.71,4,[],1847
0,0,NHL,72,FLA,4252,24,33,78,3,172,0,0,0,7,25,3,0,0,0,.931,2003-04,0,2.43,2,"[{'link': '/awards/nhl_all_star.html#2004', 'name': None}, {'link': '/awards/voting-2004.html#hart', 'name': 'Hart-6'}, {'link': '/awards/voting-2004.html#vezina', 'name': 'Vezina-3'}]",0
0,0,NHL,0,FLA,4305,26,0,87,3,0,0,32.64,9,4,35,3,0,0,0,.914,2005-06,0,2.97,2,"[{'link': '/awards/voting-2006.html#AS', 'name': 'AS-8'}, {'link': '/awards/voting-2006.html#vezina', 'name': 'Vezina-7'}]",0
17.1,0,NHL,76,VAN,4490,27,22,83,2,171,0,34.53,6,5,47,2,0,0,0,.921,2006-07,2169,2.29,10,"[{'link': '/awards/nhl_all_star.html#2007', 'name': None}, {'link': '/awards/voting-2007.html#byng', 'name': 'Byng-69'}, {'link': '/awards/voting-2007.html#hart', 'name': 'Hart-2'}, {'link': '/awards/voting-2007.html#vezina', 'name': 'Vezina-2'}]",1998
14.4,12,NHL,73,VAN,4233,28,0,91,3,168,73,16.32,9,6,35,3,.575,0,42,.917,2007-08,2029,2.38,4,"[{'link': '/awards/voting-2008.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2008.html#hart', 'name': 'Hart-12'}, {'link': '/awards/voting-2008.html#vezina', 'name': 'Vezina-7'}]",1861
11.1,7,NHL,54,VAN,3181,29,13,88,1,124,53,17.11,7,9,33,1,.604,0,32,.920,2008-09,1542,2.34,4,"[{'link': '/awards/voting-2009.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2009.html#byng', 'name': 'Byng-44'}, {'link': '/awards/voting-2009.html#hart', 'name': 'Hart-10'}, {'link': '/awards/voting-2009.html#vezina', 'name': 'Vezina-4'}]",1418
11.8,10,NHL,68,VAN,3899,30,22,98,0,167,67,2.92,4,4,40,0,.612,0,41,.913,2009-10,1915,2.57,0,"[{'link': '/awards/voting-2010.html#vezina', 'name': 'Vezina-10'}]",1748
13.6,4,NHL,60,VAN,3590,31,15,83,3,126,60,26.71,7,4,0,3,.667,0,40,.928,2010-11,1753,2.11,2,"[{'link': '/awards/voting-2011.html#AS', 'name': 'AS-3'}, {'link': '/awards/voting-2011.html#hart', 'name': 'Hart-17'}, {'link': '/awards/jennings.html#2011', 'name': None}, {'link': '/awards/voting-2011.html#vezina', 'name': 'Vezina-3'}]",1627
10.7,7,NHL,55,VAN,3162,32,14,93,1,127,54,9.35,8,5,31,1,.593,0,32,.919,2011-12,1577,2.41,4,[],1450
3.1,3,NHL,20,VAN,1197,33,6,105,0,51,18,-2.47,3,2,9,0,.611,0,11,.907,2012-13,551,2.56,0,[],500
10.6,4,NHL,56,TOT,3222,34,23,94,0,129,56,7.92,7,4,25,0,.518,0,29,.919,2013-14,1589,2.40,2,[],1460
7.4,4,NHL,42,VAN,2418,34,16,96,0,96,42,3.69,6,3,19,0,.524,0,22,.917,2013-14,1157,2.38,0,[],1061
3.1,0,NHL,14,FLA,804,34,7,89,0,33,14,4.22,1,1,6,0,.500,0,7,.924,2013-14,432,2.46,2,[],399
11.8,9,NHL,61,FLA,3528,35,19,93,0,138,61,10.77,12,2,28,0,.590,0,36,.921,2014-15,1743,2.35,0,[],1605
12.1,8,NHL,62,FLA,3602,36,19,92,2,141,60,12.34,6,4,35,2,.567,0,34,.922,2015-16,1801,2.35,4,"[{'link': '/awards/voting-2016.html#AS', 'name': 'AS-5'}, {'link': '/awards/voting-2016.html#hart', 'name': 'Hart-15'}, {'link': '/awards/voting-2016.html#vezina', 'name': 'Vezina-4'}]",1660
7.4,1,NHL,40,FLA,2327,37,15,99,1,104,39,1.32,6,1,17,1,.538,0,21,.915,2016-17,1217,2.68,4,[],1113
