pim,team,assists,plus_minus,points,league,games_played,year,age,goals
36,Edmonton SSAC,29,0,43,AMHL,32,1998-99,15,14
2,Medicine Hat Tigers,1,-7,3,WHL,8,1998-99,15,2
26,Medicine Hat Tigers,21,-24,34,WHL,64,1999-00,16,13
2,Canada,0,2,0,WJC-A,7,1999-00,16,0
44,Medicine Hat Tigers,39,-7,53,WHL,61,2000-01,17,14
6,Canada,2,0,2,WJC-A,7,2000-01,17,0
42,Medicine Hat Tigers,50,-3,61,WHL,61,2001-02,18,11
10,Canada,2,11,2,WJC-A,7,2001-02,18,0
4,Canada,4,3,7,WC-A,9,2002-03,19,3
2,San Antonio Rampage,1,0,1,AHL,2,2003-04,20,0
0,Canada,1,5,3,WC-A,9,2003-04,20,2
0,Canada,0,3,0,W-Cup,4,2004-05,21,0
62,2 Teams,16,-18,26,AHL,82,2004-05,21,10
50,San Antonio Rampage,13,-22,17,AHL,64,2004-05,21,4
12,Chicago Wolves,3,4,9,AHL,18,2004-05,21,6
0,Canada,0,4,0,Olympics,6,2005-06,22,0
4,Canada,0,-1,0,WC-A,9,2007-08,24,0
0,Canada,2,7,2,WC-A,8,2011-12,28,0
0,Canada,1,3,1,Olympics,6,2013-14,30,0
4,Canada,1,6,1,WCup,6,2016-17,33,0
