pim,team,assists,plus_minus,points,league,games_played,year,age,goals
15,Vastra Frolunda HC Goteborg,1,0,4,Sweden-2,10,1986-87,18,3
24,Vastra Frolunda HC Goteborg,19,0,35,Sweden-2,33,1987-88,19,16
10,Sweden,3,0,7,WJC-A,6,1987-88,19,4
22,Vastra Frolunda HC Goteborg,19,0,37,Sweden-2,28,1988-89,20,18
34,Vastra Frolunda HC Goteborg,27,0,53,Sweden,40,1989-90,21,26
46,Vastra Frolunda HC Goteborg,9,0,19,Sweden,22,1990-91,22,10
32,Vastra Frolunda HC Goteborg,22,0,39,Sweden,33,1991-92,23,17
2,Sweden,1,0,2,Olympics,7,1991-92,23,1
16,Sweden,2,0,4,WC-A,8,1991-92,23,2
45,Fredericton Canadiens,37,0,57,AHL,45,1992-93,24,20
8,Sweden,0,0,1,WC-A,8,1993-94,25,1
20,Vastra Frolunda HC Goteborg,6,0,8,Sweden,14,1994-95,26,2
2,Kolner Haie,6,0,7,Germany,5,1995-96,27,1
72,Kolner Haie,41,0,61,Germany,45,1996-97,28,20
6,Kolner Haie,3,0,4,EuroHL,6,1996-97,28,1
38,Vasteras IK,17,0,25,Sweden,44,1997-98,29,8
54,Vasteras IK,28,0,47,Sweden,50,1998-99,30,19
85,Vasteras IK,23,0,40,Sweden,46,1999-00,31,17
44,Vastra Frolunda HC Goteborg,11,0,18,Sweden,33,2000-01,32,7
61,Vastra Frolunda HC Goteborg,23,0,38,Sweden,49,2001-02,33,15
96,Vastra Frolunda HC Goteborg,12,0,24,Sweden,49,2002-03,34,12
