giveaways,league,games_played,game_winning_goals,age,faceoff_loses,total_shots,shots,points,hits,power_play_assists,total_ice_time,team,takeaways,faceoff_percentage,awards,shotsPercentage,even_strength_goals,assists,plus_minus,goals,faceoff_wins,shorthanded_goals,year,blocks,average_ice_time,power_play_goals,pim,shorthanded_assists,even_strength_assists
0,NHL,9,0,22,0,0,3,2,0,0,,NYR,0,0,[],0.0,0,2,0,0,0,0,1993-94,0,,0,6,0,2
0,NHL,9,0,23,0,0,4,3,0,0,,NYR,0,0,[],0.0,0,3,2,0,0,0,1994-95,0,,0,2,0,3
0,NHL,36,0,24,0,0,34,4,0,1,,TOT,0,0,[],5.9,2,2,-3,2,0,0,1995-96,0,,0,40,0,1
0,NHL,25,0,24,0,0,17,3,0,0,,NYR,0,0,[],11.8,2,1,5,2,0,0,1995-96,0,,0,22,0,1
0,NHL,11,0,24,0,0,17,1,0,1,,LAK,0,0,[],0.0,0,1,-8,0,0,0,1995-96,0,,0,18,0,0
0,NHL,80,0,25,0,0,106,22,0,5,,LAK,0,0,[],0.9,1,21,-4,1,0,0,1996-97,0,,0,84,1,15
0,NHL,73,0,26,0,0,61,13,0,4,,LAK,0,0,[],1.6,1,12,14,1,0,0,1997-98,0,,0,90,0,8
0,NHL,78,0,27,0,0,61,7,0,0,1586,LAK,0,0,"[{'link': '/awards/voting-1999.html#AS', 'name': 'AS-21'}]",3.3,1,5,-10,2,0,1,1998-99,0,20:20,0,36,0,5
0,NHL,82,0,28,0,0,62,14,0,0,1789,LAK,0,0,[],1.6,1,13,22,1,0,0,1999-00,0,21:49,0,66,0,13
0,NHL,82,0,29,0,0,59,18,0,0,1790,LAK,0,0,[],0.0,0,18,10,0,0,0,2000-01,0,21:50,0,60,0,18
0,NHL,79,0,30,0,0,42,11,0,0,1819,LAK,0,0,"[{'link': '/awards/voting-2002.html#AS', 'name': 'AS-17'}]",4.8,2,9,-2,2,0,0,2001-02,0,23:01,0,38,1,8
0,NHL,82,0,31,0,0,63,6,0,0,1763,LAK,0,0,[],0.0,0,6,0,0,0,0,2002-03,0,21:30,0,49,0,6
0,NHL,74,0,32,0,0,65,14,0,2,1660,LAK,0,0,[],1.5,1,13,-3,1,0,0,2003-04,0,22:26,0,44,1,10
0,NHL,77,1,34,0,0,83,27,0,8,1625,LAK,0,0,[],4.8,1,23,-3,4,0,1,2005-06,0,21:07,2,58,1,14
0,NHL,76,0,35,0,0,60,11,0,0,1562,TOT,0,0,[],3.3,2,9,-18,2,0,0,2006-07,0,20:33,0,48,1,8
0,NHL,62,0,35,0,0,44,9,0,0,1297,LAK,0,0,[],4.5,2,7,-20,2,0,0,2006-07,0,20:55,0,40,1,6
0,NHL,14,0,35,0,0,16,2,0,0,265,DAL,0,0,[],0.0,0,2,2,0,0,0,2006-07,0,18:54,0,8,0,2
43,NHL,66,1,36,0,97,54,13,77,0,1287,DAL,21,0,[],3.7,1,11,3,2,0,0,2007-08,91,19:30,1,40,2,9
