bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],0,2.51,0,0,NHL,0,22,0,0,0,0,0,0,13,0,1981-82,BUF,1,1.4,0,0,5,7,311
0,0,[],0,3.50,0,0,NHL,0,23,0,0,0,0,0,0,81,0,1982-83,BUF,7,4.3,0,6,10,25,1390
0,0,[],1,3.69,0,37,NHL,0,25,0,33,0,0,0,0,4,.892,1984-85,BUF,0,0.2,1,1,0,1,65
0,1,[],2,3.37,4.81,428,NHL,0,26,0,379,2,0,0,91,49,.886,1985-86,BUF,9,2.6,2,1,5,15,872
0,0,[],2,3.79,-12.84,1035,NHL,0,27,0,898,10,0,0,110,137,.868,1986-87,BUF,19,4.6,2,5,11,40,2167
0,0,[],0,4.72,-12.93,450,NHL,0,28,0,383,11,0,0,124,67,.851,1987-88,BUF,8,1.4,0,2,4,20,851
0,0,[],2,3.63,-4.65,857,NHL,0,29,0,749,6,0,0,104,108,.874,1988-89,BUF,14,4.2,2,0,15,36,1786
0,2,[],0,3.09,-1.34,931,NHL,0,30,0,819,8,0,0,101,112,.880,1989-90,CHI,15,4.9,0,2,18,43,2178
0,0,[],0,4.14,-5.10,701,NHL,0,31,0,616,6,0,0,106,85,.879,1990-91,TOT,11,3.4,0,2,5,25,1232
0,0,[],0,3.57,0,175,NHL,0,31,0,151,2,0,0,0,24,.863,1990-91,CHI,3,0.6,0,0,2,10,403
0,0,[],0,4.41,-1.05,526,NHL,0,31,0,465,4,0,0,102,61,.884,1990-91,QUE,8,2.8,0,2,3,15,829
0,0,[],0,3.93,-8.37,712,NHL,0,32,0,624,6,0,0,111,88,.876,1991-92,QUE,14,3.1,0,3,6,26,1345
0,0,[],0,3.90,0,65,NHL,0,33,0,55,0,0,0,0,10,.846,1992-93,QUE,2,0.1,0,1,0,3,154
0,0,[],0,3.03,0,232,NHL,0,34,0,208,2,0,0,0,24,.897,1993-94,QUE,2,1.3,0,1,3,14,475
