bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,BCHL,42,Penticton Panthers,2131,17,17,0,0,122,0,0,1,2,13,0,0,0,0,0,2003-04,0,3.44,0,0
0,BCHL,36,2 Teams,2053,18,22,0,0,117,0,0,1,1,12,0,0,0,0,0,2004-05,0,3.42,0,0
0,BCHL,26,Penticton Vees,1492,18,18,0,0,86,0,0,1,1,7,0,0,0,0,0,2004-05,0,3.46,0,0
0,BCHL,10,Prince George Spruce Kings,561,18,4,0,0,31,0,0,0,0,5,0,0,0,0,0,2004-05,0,3.32,0,0
0,BCHL,49,2 Teams,2812,19,21,0,0,135,0,0,4,7,22,0,0,0,0,0,2005-06,0,2.88,0,0
0,BCHL,36,Prince George Spruce Kings,2058,19,17,0,0,99,0,0,4,5,14,0,0,0,0,0,2005-06,0,2.89,0,0
0,BCHL,13,Merritt Centennials,754,19,4,0,0,36,0,0,0,2,8,0,0,0,0,0,2005-06,0,2.86,0,0
0,H-East,33,Northeastern University,1985,20,17,0,0,82,0,0,5,4,11,0,0,0,0,0,2006-07,0,2.48,0,0
0,H-East,37,Northeastern University,2180,21,17,0,0,96,0,0,3,2,16,0,0,0,0,0,2007-08,0,2.64,0,0
0,H-East,41,Northeastern University,2496,22,12,0,0,88,0,0,4,3,25,0,0,0,0,0,2008-09,0,2.12,0,0
0,AHL,30,Wilkes-Barre Penguins,1763,23,14,0,0,72,0,0,1,4,14,0,0,0,0,0,2009-10,0,2.45,0,0
0,ECHL,12,Wheeling Nailers,674,23,3,0,0,30,0,0,0,1,8,0,0,0,0,0,2009-10,0,2.67,0,0
0,AHL,46,Wilkes-Barre Penguins,2567,24,8,0,0,83,0,0,1,7,35,0,0,0,0,.922,2010-11,1065,1.94,2,982
0,AHL,41,Wilkes-Barre Penguins,2321,25,15,0,1,109,0,0,2,2,23,1,0,0,0,.887,2011-12,961,2.82,0,852
0,AHL,32,Wilkes-Barre Penguins,1793,26,12,0,0,80,0,0,2,4,16,0,0,0,0,.902,2012-13,814,2.68,0,734
0,AHL,0,Norfolk Admirals,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-14,0,0,0,0
0,Liiga,0,HIFK,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-14,0,0,0,0
0,ET,0,HIFK,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-14,0,0,0,0
0,AHL,0,Adirondack Flames,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-15,0,0,0,0
