year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1989-90,17,3,6,4,0,WHL,6,Spokane Chiefs,7
1990-91,18,13,12,18,0,WHL,15,Spokane Chiefs,31
1990-91,18,5,4,6,0,M-Cup,4,Spokane Chiefs,11
1991-92,19,0,0,0,0,IHL,4,San Diego Gulls,0
1992-93,20,5,2,7,0,IHL,12,Kansas City Blades,12
1996-97,24,3,6,1,0,IHL,7,Utah Grizzlies,4
