year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1991-92,15,3,16,1,0,WHL,10,Spokane Chiefs,4
1992-93,16,4,14,4,0,WHL,10,Spokane Chiefs,8
1993-94,17,3,2,0,0,WHL,3,Spokane Chiefs,3
1994-95,18,5,18,7,0,WHL,11,Spokane Chiefs,12
1994-95,18,0,2,0,0,IHL,3,Cincinnati Cyclones,0
1995-96,19,21,28,12,0,WHL,18,Spokane Chiefs,33
1996-97,20,2,6,3,0,AHL,11,St. John\'s Maple Leafs,5
1997-98,21,1,10,0,0,AHL,4,St. John\'s Maple Leafs,1
1998-99,22,1,4,2,0,IHL,6,Long Beach Ice Dogs,3
1999-00,23,0,4,0,0,AHL,4,Lowell Lock Monsters,0
2000-01,24,0,2,0,0,IHL,4,Manitoba Moose,0
2001-02,25,5,32,4,0,AHL,20,Bridgeport Sound Tigers,9
2003-04,27,1,24,1,0,Germany,5,Adler Mannheim,2
2004-05,28,3,26,4,0,Germany,14,Adler Mannheim,7
2005-06,29,5,20,3,0,AsianHL,7,Oji Seishi Tokyo,8
