pim,team,assists,plus_minus,points,league,games_played,year,age,goals
210,Winkler Flyers,29,0,53,MJHL,34,1985-86,18,24
74,Michigan State Spartans,3,0,6,CCHA,43,1986-87,19,3
118,Michigan State Spartans,12,0,19,CCHA,43,1987-88,20,7
107,Michigan State Spartans,10,0,17,CCHA,39,1988-89,21,7
167,Michigan State Spartans,22,0,27,CCHA,44,1989-90,22,5
4,Milwaukee Admirals,0,0,0,IHL,1,1989-90,22,0
76,Milwaukee Admirals,3,0,7,IHL,21,1990-91,23,4
105,Milwaukee Admirals,9,0,15,IHL,35,1991-92,24,6
381,Milwaukee Admirals,14,0,17,IHL,68,1992-93,25,3
233,Milwaukee Admirals,6,0,10,IHL,43,1993-94,26,4
