assists,team,goals,year,games_played,points,pim,age,plus_minus,league
14,Downsview Beavers,6,1972-73,34,20,57,17,0,ON-Jr.A
15,Peterborough Petes,1,1973-74,69,16,103,18,0,OHA-Jr.
0,Canada,0,1973-74,5,0,2,18,0,WJC-A
52,Peterborough Petes,11,1974-75,68,63,97,19,0,OMJHL
11,Rochester Americans,6,1975-76,54,17,51,20,0,AHL
28,Rochester Americans,4,1976-77,54,32,26,21,0,AHL
14,Rochester Americans,8,1977-78,42,22,17,22,0,AHL
1,Springfield Indians,5,1978-79,14,6,10,23,0,AHL
18,Dallas Black Hawks,8,1981-82,22,26,49,26,0,CHL
2,Canada,1,1982-83,10,3,6,27,0,WEC-A
2,Canada,1,1984-85,10,3,4,29,0,WEC-A
0,Adirondack Red Wings,1,1988-89,4,1,0,33,0,AHL
