bad_start,league,games_played,team,minutes,age,loses,goals_allowed_precentage,points,goals_allowed,games_started,goals_saved_aboved_average,ties,shutouts,wins,assists,good_start_precentages,goals,good_starts,saves_percentage,year,shots_againist,goals_allowed_average,pim,saves
0,WCHA,17,Michigan State Spartans,1020,19,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1967-68,0,4.06,0,0
0,WCHA,13,Michigan State Spartans,760,20,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1968-69,0,3.87,0,0
0,WCHA,5,Michigan State Spartans,280,21,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1969-70,0,4.93,0,0
0,IHL,44,Toledo Hornets,2478,22,0,0,0,176,0,0,0,0,0,0,0,0,0,0,1970-71,0,4.26,0,0
0,CHL,1,Fort Worth Wings,60,22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1970-71,0,3.00,0,0
0,WHL,37,Denver Spurs,2030,23,10,0,0,96,0,0,6,1,19,0,0,0,0,0,1971-72,0,2.84,0,0
0,WHL,30,Denver Spurs,1589,24,10,0,0,91,0,0,6,2,11,0,0,0,0,0,1972-73,0,3.44,0,0
0,AHL,43,Hershey Bears,2426,25,15,0,0,131,0,0,9,0,18,0,0,0,0,0,1973-74,0,3.24,0,0
0,AHL,31,Hershey Bears,1750,26,13,0,0,106,0,0,5,1,11,0,0,0,0,0,1974-75,0,3.63,0,0
0,AHL,10,Rhode Island Reds,568,28,8,0,0,43,0,0,0,0,2,0,0,0,0,0,1976-77,0,4.54,0,0
0,SHL,3,Hampton Gulls,180,28,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1976-77,0,2.67,0,0
0,NAPro,5,Binghamton Dusters,275,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1976-77,0,4.80,0,0
