pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Oswego Buccaneers,41,0,90,High-NY,40,1995-96,17,49
140,Des Moines Buccaneers,34,0,64,USHL,48,1996-97,18,30
55,Clarkson Knights,20,0,31,ECAC,34,1997-98,19,11
50,Clarkson Knights,20,0,42,ECAC,36,1998-99,20,22
46,Clarkson Knights,11,0,30,ECAC,33,1999-00,21,19
2,Cincinnati Cyclones,3,-5,7,IHL,9,1999-00,21,4
28,Cincinnati Cyclones,20,9,43,IHL,69,2000-01,22,23
76,Eisbaren Berlin,21,0,27,Germany,39,2004-05,26,6
6,United States,5,7,6,WC-A,7,2004-05,26,1
0,United States,2,0,3,Olympics,6,2005-06,27,1
2,United States,4,-1,5,WC-A,7,2006-07,28,1
