power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
2,17,12,2,NHL,1998-99,27,6,TOR,17:09,6,4,0,0,65,292,,9.2,4
0,12,8,1,NHL,1999-00,28,4,TOR,17:31,4,0,2,0,37,210,,10.8,4
0,11,7,2,NHL,2000-01,29,2,TOR,14:46,5,2,1,0,24,163,,8.3,2
1,6,2,0,NHL,2001-02,30,1,MTL,14:02,1,0,2,0,11,84,,9.1,0
0,6,1,0,NHL,2002-03,31,0,WSH,11:52,1,0,-2,0,15,71,,0.0,0
