average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,41,2,0,NHL,25,11,2,-3,177,18,7,0,5,1996-97,TOR,25,16,"[{'link': '/awards/voting-1997.html#calder', 'name': 'Calder-7'}]",14.1,,73
,31,3,0,NHL,26,15,10,-3,167,13,3,0,0,1997-98,TOR,16,15,[],9.6,,68
15:32,59,4,1,NHL,27,18,12,16,263,27,9,1,3,1998-99,TOR,37,22,[],14.1,1181,76
16:52,39,4,0,NHL,28,10,2,8,241,21,5,0,3,1999-00,TOR,26,13,"[{'link': '/awards/voting-2000.html#byng', 'name': 'Byng-14'}]",10.8,1029,61
15:41,50,3,0,NHL,29,23,8,2,256,12,10,0,5,2000-01,TOR,22,28,"[{'link': '/awards/voting-2001.html#byng', 'name': 'Byng-16'}]",8.6,1239,79
14:55,26,5,0,NHL,30,10,8,2,200,7,4,0,5,2001-02,TOT,11,15,[],5.5,1044,70
15:33,16,4,0,NHL,30,6,4,-1,120,6,1,0,3,2001-02,PHX,7,9,[],5.8,637,41
14:01,10,1,0,NHL,30,4,4,3,80,1,3,0,2,2001-02,MTL,4,6,[],5.0,407,29
16:14,40,2,0,NHL,31,17,12,7,199,18,5,0,0,2002-03,TOT,23,17,[],11.6,1217,75
16:18,31,0,0,NHL,31,13,8,-3,171,13,5,0,0,2002-03,CHI,18,13,[],10.5,1076,66
15:41,9,2,0,NHL,31,4,4,10,28,5,0,0,0,2002-03,WSH,5,4,[],17.9,141,9
