year,age,goals,pim,assists,plus_minus,league,games_played,team,points
2009-10,16,3,16,14,0,T1EHL U16,38,Little Caesars U16,17
2010-11,17,7,4,15,0,T1EHL U16,22,Little Caesars U16,22
2011-12,18,4,22,10,0,HPHL U18,26,Little Caesars U18,14
2012-13,19,14,38,20,0,CCHL,61,Brockville Braves,34
2013-14,20,8,31,31,8,USHL,59,Sioux Falls Stampede,39
2014-15,21,18,39,46,3,USHL,57,Muskegon Lumberjacks,64
2015-16,22,11,12,14,-9,NCAA,36,Western Michigan Univ.,25
2016-17,23,15,29,18,9,NCAA,40,Western Michigan Univ.,33
