average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,4,0,0,NHL,19,2,59,0,14,0,2,0,0,1974-75,BUF,2,2,[],14.3,,50
,9,0,0,NHL,20,9,64,15,61,0,0,0,0,1975-76,BUF,0,9,[],0.0,,58
,18,2,0,NHL,21,13,100,9,76,2,1,0,2,1976-77,BUF,3,15,[],3.9,,71
,23,0,0,NHL,22,22,98,7,77,0,0,1,0,1977-78,BUF,0,23,[],0.0,,76
,22,0,0,NHL,23,19,103,-4,70,3,0,0,0,1978-79,BUF,3,19,[],4.3,,74
,15,0,0,NHL,24,10,104,-8,90,5,0,0,0,1979-80,EDM,5,10,[],5.6,,80
,30,1,4,NHL,25,15,139,2,89,9,0,1,1,1980-81,EDM,13,17,[],14.6,,80
,29,0,0,NHL,26,24,154,40,98,4,0,1,0,1981-82,EDM,4,25,[],4.1,,80
,18,0,0,NHL,27,16,92,24,66,0,0,2,0,1982-83,EDM,0,18,[],0.0,,72
,21,0,0,NHL,28,12,125,33,73,5,0,4,0,1983-84,EDM,5,16,[],6.8,,0
,18,1,1,NHL,29,13,126,16,63,3,0,1,0,1984-85,EDM,4,14,[],6.3,,79
,26,0,0,NHL,30,21,129,47,71,4,0,1,0,1985-86,EDM,4,22,[],5.6,,80
,6,0,0,NHL,31,5,25,-4,42,1,0,0,0,1986-87,TOT,1,5,[],2.4,,44
,4,0,0,NHL,31,3,17,-2,37,1,0,0,0,1986-87,EDM,1,3,[],2.7,,35
,2,0,0,NHL,31,2,8,-2,5,0,0,0,0,1986-87,BUF,0,2,[],0.0,,9
