power_play_goals,games_played,points,game_winning_goals,league,year,age,goals,team,average_ice_time,assists,pim,plus_minus,shorthanded_goals,shots,total_ice_time,win,shotsPercentage,even_strength_goals
0,8,0,0,NHL,1974-75,19,0,BUF,,0,6,0,0,0,,,0,0
0,9,4,0,NHL,1975-76,20,0,BUF,,4,23,0,0,4,,,0.0,0
0,4,0,0,NHL,1976-77,21,0,BUF,,0,2,-1,0,0,,,0,0
0,6,2,0,NHL,1977-78,22,0,BUF,,2,23,-1,0,6,,,0.0,0
0,3,0,0,NHL,1978-79,23,0,BUF,,0,4,0,0,3,,,0.0,0
0,3,0,0,NHL,1979-80,24,0,EDM,,0,4,-5,0,3,,,0.0,0
0,9,0,0,NHL,1980-81,25,0,EDM,,0,12,1,0,9,,,0.0,0
0,5,2,0,NHL,1981-82,26,1,EDM,,1,14,1,1,5,,,20.0,0
0,16,5,0,NHL,1982-83,27,0,EDM,,5,36,10,0,15,,,0.0,0
0,19,5,0,NHL,1983-84,28,1,EDM,,4,23,10,0,22,,SC,4.5,1
0,18,4,1,NHL,1984-85,29,3,EDM,,1,16,8,0,10,,SC,30.0,3
0,8,2,0,NHL,1985-86,30,0,EDM,,2,10,3,0,7,,,0.0,0
