year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1967-68,19,27,0,30,0,ECAC,30,Boston College Eagles,57
1968-69,20,19,36,41,0,ECAC,26,Boston College Eagles,60
1968-69,20,1,8,4,0,WEC-A,10,United States,5
1969-70,21,28,20,40,0,ECAC,24,Boston College Eagles,68
1970-71,22,1,6,2,0,WEC-A,10,United States,3
1971-72,23,4,0,1,0,Olympics,6,United States,5
1977-78,29,2,4,6,0,CHL,16,Kansas City Red Wings,8
1978-79,30,9,17,19,0,AHL,49,Springfield Indians,28
1978-79,30,14,21,12,0,NEHL,21,Utica Mohawks,26
1979-80,31,4,4,5,0,CHL,10,Cincinnati Stingers,9
1979-80,31,25,10,21,0,AHL,52,Springfield Indians,46
