assists,year,games_played,points,goals,team,age,pim,plus_minus,league
34,1995-96,28,55,21,Apple Valley,18,14,0,High-MN
6,1996-97,37,13,7,University of North Dakota,19,39,0,WCHA
11,1997-98,36,20,9,University of North Dakota,20,34,0,WCHA
12,1998-99,34,23,11,University of North Dakota,21,64,0,WCHA
9,1999-00,43,22,13,University of North Dakota,22,52,0,WCHA
31,2000-01,82,51,20,Cincinnati Cyclones,23,39,6,IHL
21,2001-02,63,38,17,Lowell Lock Monsters,24,29,-1,AHL
12,2002-03,61,23,11,Lowell Lock Monsters,25,48,-30,AHL
1,2002-03,6,2,1,United States,25,4,2,WC-A
3,2003-04,30,7,4,Lowell Lock Monsters,26,6,-8,AHL
19,2004-05,41,31,12,Vaxjo Lakers HC,27,36,0,Sweden-2
1,2005-06,2,1,0,EV Zug,28,0,0,Swiss
10,2005-06,18,17,7,EHC Visp,28,30,0,Swiss-2
6,2005-06,13,13,7,Valerengen IF Oslo,28,22,0,Norway
6,2006-07,36,20,14,IF Bjorkloven Umea,29,22,0,Sweden-2
11,2007-08,39,27,16,Nordsjaelland Cobras Horsholm,30,40,0,Denmark
