pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,VSZ Kosice,1,0,1,Czech,3,1989-90,25,0
18,Springfield Indians,13,0,16,AHL,18,1990-91,26,3
20,Springfield Indians,6,0,6,AHL,11,1991-92,27,0
2,Milwaukee Admirals,3,0,3,IHL,6,1992-93,28,0
4,Milwaukee Admirals,1,0,2,IHL,3,1993-94,29,1
6,Leksands IF,1,0,2,Sweden,4,1994-95,30,1
8,Milwaukee Admirals,3,0,4,IHL,5,1995-96,31,1
0,HC Kosice,2,0,4,Slovakia,7,1996-97,32,2
4,HC Kosice,3,0,7,Slovakia,11,1997-98,33,4
12,HC VSZ Kosice,4,0,5,Slovakia,11,1998-99,34,1
27,Revier Lowen Oberhausen,0,0,0,Germany,2,2000-01,36,0
14,Dukla Trencin,4,0,4,Slovakia,12,2002-03,38,0
8,MHk 32 Liptovsky Mikulas,0,0,0,Slovakia,4,2003-04,39,0
12,MHk 32 Liptovsky Mikulas,0,0,1,Slovakia,5,2004-05,40,1
