assists,team,goals,year,games_played,points,pim,age,plus_minus,league
26,South St. Paul High School,28,1980-81,18,54,0,16,0,High-MN
7,St. Paul Vulcans,7,1980-81,6,14,6,16,0,USHL
34,South St. Paul High School,31,1981-82,22,65,18,17,0,High-MN
0,United States,1,1981-82,7,1,6,17,0,WJC-A
0,United States,1,1981-82,7,1,4,17,0,WEC-A
2,United States,0,1984-85,6,2,0,20,0,Can-Cup
6,United States,2,1985-86,10,8,4,21,0,WEC-A
2,United States,0,1987-88,5,2,4,23,0,Can-Cup
4,United States,3,1988-89,7,7,2,24,0,WEC-A
8,Zurcher SC,6,1994-95,10,14,34,30,0,Swiss
1,United States,0,1996-97,1,1,0,32,0,W-Cup
3,United States,2,1999-00,7,5,0,35,2,WC-A
1,United States,0,2000-01,9,1,4,36,0,WC-A
4,United States,1,2001-02,6,5,0,37,5,Olympics
1,United States,1,2002-03,6,2,4,38,3,WC-A
