assists,team,goals,year,games_played,points,pim,age,plus_minus,league
3,Toronto Marlboros,2,1945-46,4,5,0,16,0,OHA-Jr.
1,Toronto Marlboros,1,1946-47,2,2,0,17,0,OHA-Jr.
15,Toronto Dorsts,14,1946-47,12,29,8,17,0,TMHL
1,Toronto Marlboros,1,1947-48,5,2,2,18,0,OHA-Sr.
0,Toronto Marlboros,1,1948-49,1,1,0,19,0,OHA-Jr.
10,Toronto Marlboros,3,1949-50,14,13,4,20,0,OHA-Sr.
16,Toronto Marlboros,7,1949-50,17,23,14,20,0,Al-Cup
5,Pittsburgh Hornets,5,1951-52,11,10,10,22,0,AHL
1,Pittsburgh Hornets,3,1953-54,5,4,8,24,0,AHL
1,Pittsburgh Hornets,7,1954-55,10,8,8,25,0,AHL
3,Pittsburgh Hornets,1,1955-56,4,4,4,26,0,AHL
5,Whitby Dunlops,6,1958-59,10,11,4,29,0,EOHL
4,Whitby Dunlops,5,1958-59,12,9,4,29,0,Al-Cup
4,Whitby Dunlops,2,1959-60,11,6,2,30,0,OHA-Sr.
