pim,team,assists,plus_minus,points,league,games_played,year,age,goals
0,Culver Academy Eagles,0,0,65,High-IN,45,2003-04,15,0
24,U.S. National Team Development Program,3,0,5,U-17,11,2004-05,16,2
62,U.S. National Team Development Program,15,0,22,NAHL,37,2004-05,16,7
38,U.S. National Team Development Program,14,0,26,U-18,41,2005-06,17,12
30,U.S. National Team Development Program,9,0,15,NAHL,13,2005-06,17,6
8,United States,4,1,5,WJ18-A,6,2005-06,17,1
62,University of Wisconsin,4,0,6,WCHA,36,2006-07,18,2
6,United States,1,-2,1,WJC-A,7,2006-07,18,0
52,University of Wisconsin,20,0,30,WCHA,36,2007-08,19,10
8,United States,1,-1,1,WJC-A,6,2007-08,19,0
73,University of Wisconsin,13,0,28,WCHA,35,2008-09,20,15
56,University of Wisconsin,22,0,50,WCHA,40,2009-10,21,28
38,Milwaukee Admirals,26,2,37,AHL,45,2010-11,22,11
12,2 Teams,15,-4,21,AHL,29,2011-12,23,6
8,Milwaukee Admirals,7,-3,9,AHL,20,2011-12,23,2
4,Hamilton Bulldogs,8,-1,12,AHL,9,2011-12,23,4
9,Hamilton Bulldogs,2,-2,6,AHL,10,2012-13,24,4
