year,age,goals,pim,assists,plus_minus,league,games_played,team,points
1984-85,18,4,32,7,0,ON-Jr.B,9,Streetsville Derbys,11
1984-85,18,16,104,32,0,ON-Jr.A,27,Dixie Beehives,48
1985-86,19,45,262,87,0,ON-Jr.B,42,Streetsville Derbys,132
1986-87,20,83,0,104,0,SJHL,60,Humboldt Broncos,187
1987-88,21,66,47,71,0,Nfld-Sr.,42,St. John\'s Capitals,137
1988-89,22,20,129,41,0,Nfld-Sr.,26,Port-aux-Basques Mariners,61
1989-90,23,80,226,68,0,ECHL,57,Erie Panthers,148
1989-90,23,10,4,7,0,AHL,11,Adirondack Red Wings,17
1990-91,24,47,192,52,0,AHL,71,Adirondack Red Wings,99
1991-92,25,36,148,42,0,AHL,67,2 Teams,78
1991-92,25,28,112,24,0,AHL,45,Adirondack Red Wings,52
1991-92,25,8,36,18,0,AHL,22,Cape Breton Oilers,26
1992-93,26,42,16,46,0,AHL,71,Cape Breton Oilers,88
1993-94,27,17,141,30,0,IHL,48,Atlanta Knights,47
1994-95,28,30,107,34,0,Italy,30,HC Courmaosta,64
1994-95,28,24,44,17,0,EuroHL,17,HC Courmaosta,41
1995-96,29,14,0,17,0,Alpenliga,36,HK Olimpija Ljubljana,31
1995-96,29,15,69,14,0,Swiss,15,EV Zug,29
1996-97,30,41,110,30,0,Swiss,45,EV Zug,71
1997-98,31,25,50,25,0,Swiss,40,EV Zug,50
1997-98,31,2,20,6,0,EuroHL,5,EV Zug,8
1998-99,32,19,111,12,0,Swiss,32,2 Teams,31
1998-99,32,13,101,10,0,Swiss,22,EHC Kloten,23
1998-99,32,6,10,2,0,Swiss,10,HC Lugano,8
1999-00,33,16,64,22,0,Germany,39,Munchen Barons,38
2000-01,34,6,28,12,0,Swiss,18,EHC Chur,18
2001-02,35,4,53,7,0,German-2,15,ERC Ingolstadt,11
2002-03,36,6,4,8,0,OHA-Sr.,5,Dundas Real McCoys,14
2003-04,37,3,4,5,0,OHA-Sr.,13,Dundas Real McCoys,8
