average_ice_time,points,game_winning_goals,shorthanded_goals,league,age,even_strength_assists,pim,plus_minus,shots,even_strength_goals,power_play_goals,shorthanded_assists,power_play_assists,year,team,goals,assists,awards,shotsPercentage,total_ice_time,games_played
,18,2,1,NHL,22,4,9,-7,79,8,2,0,3,1996-97,TOT,11,7,[],13.9,,38
,5,1,0,NHL,22,2,7,0,28,2,1,0,0,1996-97,WSH,3,2,[],10.7,,19
,13,1,1,NHL,22,2,2,-7,51,6,1,0,3,1996-97,BOS,8,5,[],15.7,,19
,43,4,0,NHL,23,21,31,7,179,10,6,0,6,1997-98,BOS,16,27,[],8.9,,78
18:44,40,6,0,NHL,24,13,22,7,123,18,6,0,3,1998-99,BOS,24,16,[],19.5,1030,55
20:31,47,1,0,NHL,25,16,14,8,144,18,4,0,9,1999-00,BOS,22,25,[],15.3,1211,59
18:13,42,4,1,NHL,26,21,23,1,102,8,7,0,5,2000-01,EDM,16,26,[],15.7,1111,61
19:18,60,6,0,NHL,27,18,25,3,181,16,12,0,14,2001-02,EDM,28,32,[],15.5,1583,82
19:23,60,1,0,NHL,28,20,26,-11,193,16,10,1,13,2002-03,TOT,26,34,"[{'link': '/awards/voting-2003.html#byng', 'name': 'Byng-38'}]",13.5,1532,79
19:39,55,1,0,NHL,28,16,20,-11,176,15,10,1,13,2002-03,EDM,25,30,"[{'link': '/awards/voting-2003.html#byng', 'name': 'Byng-38'}]",14.2,1336,68
17:49,5,0,0,NHL,28,4,6,0,17,1,0,0,0,2002-03,NYR,1,4,"[{'link': '/awards/voting-2003.html#byng', 'name': 'Byng-38'}]",5.9,196,11
16:47,28,4,1,NHL,29,9,20,-15,114,8,6,0,4,2003-04,TOT,15,13,[],13.2,1292,77
15:35,17,2,1,NHL,29,5,14,-12,63,5,4,0,2,2003-04,NYR,10,7,[],15.9,670,43
19:33,10,2,0,NHL,29,3,6,2,33,3,2,0,2,2003-04,WSH,5,5,[],15.2,372,19
16:43,1,0,0,NHL,29,1,0,-5,18,0,0,0,0,2003-04,LAK,0,1,[],0.0,251,15
14:34,55,7,0,NHL,31,12,41,-1,146,18,15,0,10,2005-06,VAN,33,22,[],22.6,1179,81
14:05,28,1,0,NHL,32,13,18,-4,70,7,4,0,4,2006-07,TOT,11,17,[],15.7,901,64
14:49,27,1,0,NHL,32,13,16,-1,62,7,3,0,4,2006-07,CBJ,10,17,[],16.1,800,54
10:03,1,0,0,NHL,32,0,2,-3,8,0,1,0,0,2006-07,CAR,1,0,[],12.5,100,10
