assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,1946-47,8,7,3,Montreal Jr. Royals,18,0,0,QJHL
12,1947-48,12,15,3,Montreal Jr. Royals,19,0,0,QJHL
0,1948-49,9,1,1,Montreal Royals,20,10,0,QSHL
1,1949-50,6,2,1,Montreal Royals,21,2,0,QSHL
3,1950-51,7,5,2,Montreal Royals,22,4,0,QMHL
1,1951-52,7,3,2,Montreal Royals,23,4,0,QMHL
4,1952-53,14,7,3,Montreal Royals,24,4,0,QMHL
6,1953-54,11,6,0,Montreal Royals,25,4,0,QHL
0,1954-55,4,0,0,Montreal Royals,26,2,0,QHL
10,1955-56,13,18,8,Montreal Royals,27,0,0,QHL
3,1955-56,6,4,1,Montreal Royals,27,2,0,Ed-Cup
1,1956-57,4,1,0,Montreal Royals,28,0,0,QHL
4,1957-58,7,8,4,Montreal Royals,29,4,0,QHL
3,1958-59,8,6,3,Montreal Royals,30,4,0,QHL
3,1959-60,14,5,2,Montreal Royals,31,4,0,EPHL
