assists,year,games_played,points,goals,team,age,pim,plus_minus,league
4,2002-03,15,8,4,Prince George Cougars,16,0,-4,WHL
30,2003-04,65,37,7,Prince George Cougars,17,38,-7,WHL
38,2004-05,72,56,18,Prince George Cougars,18,24,-1,WHL
33,2005-06,71,63,30,Prince George Cougars,19,51,1,WHL
32,2006-07,58,50,18,Prince George Cougars,20,63,-8,WHL
26,2007-08,69,42,16,Peoria Rivermen,21,38,13,AHL
21,2008-09,76,33,12,Peoria Rivermen,22,43,-1,AHL
20,2009-10,58,39,19,Peoria Rivermen,23,40,-7,AHL
23,2010-11,75,46,23,Peoria Rivermen,24,24,1,AHL
28,2011-12,41,41,13,Springfield Falcons,25,16,1,AHL
36,2012-13,62,53,17,Springfield Falcons,26,30,10,AHL
29,2013-14,63,42,13,Wilkes-Barre Scranton Penguins,27,28,3,AHL
11,2014-15,25,19,8,Wilkes-Barre Scranton Penguins,28,18,6,AHL
