goals_allowed_precentage,goalie_point_share,goals_saved_aboved_average,bad_start,year,awards,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0.6,0,0,1992-93,[],14,224,1,0,0,102,116,0,NYR,0,0,0,3.75,20,NHL,.879,0,4,0,1,2
96,6.8,5.15,0,1995-96,"[{'link': '/awards/voting-1996.html#calder', 'name': 'Calder-5'}]",114,2338,6,2,0,1059,1173,2,VAN,1,0,0,2.93,23,NHL,.903,0,41,2,17,14
112,4.7,-12.15,0,1996-97,[],116,2127,4,6,0,974,1090,1,VAN,2,0,0,3.27,24,NHL,.894,0,39,1,12,20
0,0.0,0,0,1997-98,[],5,50,0,0,0,29,34,0,VAN,0,0,0,6.00,25,NHL,.853,0,1,0,0,0
120,1.7,-7.89,0,1998-99,[],48,919,3,0,0,387,435,0,VAN,1,0,0,3.13,26,NHL,.890,0,20,0,3,8
0,0.1,0,0,2000-01,[],0,20,0,0,0,8,8,0,WSH,0,0,0,0.00,28,NHL,1.000,0,1,0,1,0
0,0.2,0,0,2002-03,[],4,97,0,0,0,35,39,0,DAL,0,0,0,2.47,30,NHL,.897,0,2,0,0,1
