goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1988-89,19,245,0,0,0,0,0,0,Kamloops Blazers,0,0,0,4.65,16,WHL,0,0,5,0,3,2
0,0,0,1989-90,60,1043,0,0,0,0,0,0,Kamloops Blazers,0,0,0,3.45,17,WHL,0,0,17,0,14,3
0,0,0,1989-90,18,191,0,0,0,0,0,0,Kamloops Blazers,0,0,0,5.65,17,M-Cup,0,0,3,0,0,3
0,0,0,1990-91,42,623,0,0,0,0,0,0,Kamloops Blazers,0,0,0,4.04,18,WHL,0,0,11,0,5,6
0,0,0,1991-92,35,954,0,0,0,0,0,0,Kamloops Blazers,2,0,0,2.20,19,WHL,0,0,16,0,11,5
0,0,0,1991-92,13,300,0,0,0,0,0,0,Kamloops Blazers,1,0,0,2.60,19,M-Cup,0,0,5,0,4,1
0,0,0,1992-93,46,831,0,0,0,0,0,0,Binghamton Rangers,0,0,0,3.32,20,AHL,0,0,14,0,7,7
0,0,0,1997-98,10,297,0,0,0,0,0,0,Syracuse Crunch,1,0,0,2.02,25,AHL,0,0,5,0,2,3
0,0,0,1999-00,4,121,0,2,0,0,0,0,Utah Grizzlies,0,0,0,1.98,27,IHL,0,0,2,0,0,2
0,0,0,2000-01,7,118,0,0,0,75,82,0,Portland Pirates,0,0,0,3.56,28,AHL,.915,0,2,0,0,2
0,0,0,2002-03,5,60,0,0,0,47,52,0,Utah Grizzlies,0,0,0,5.00,30,AHL,.904,0,1,0,0,1
0,0,0,2003-04,11,364,0,0,0,0,0,0,Timra IK,0,0,0,1.81,31,Sweden,0,0,7,0,0,0
