goals_allowed_precentage,goals_saved_aboved_average,bad_start,year,goals_allowed,minutes,ties,pim,good_starts,saves,shots_againist,assists,team,shutouts,goals,games_started,goals_allowed_average,age,league,saves_percentage,good_start_precentages,games_played,points,wins,loses
0,0,0,1987-88,91,1538,0,0,0,0,0,0,Calgary Canucks,1,0,0,3.55,15,AJHL,0,0,32,0,22,5
0,0,0,1988-89,106,1516,2,0,0,0,0,0,Kamloops Blazers,2,0,0,4.20,16,WHL,0,0,32,0,11,12
0,0,0,1989-90,230,3608,0,0,0,0,0,0,Kamloops Blazers,3,0,0,3.82,17,WHL,0,0,63,0,48,13
0,0,0,1990-91,100,1970,1,0,0,0,0,0,Kamloops Blazers,3,0,0,3.05,18,WHL,0,0,38,0,26,7
0,0,0,1991-92,124,2732,2,0,0,0,0,0,Kamloops Blazers,5,0,0,2.72,19,WHL,0,0,48,0,35,10
0,0,0,1992-93,125,2692,5,0,0,0,0,0,Binghamton Rangers,1,0,0,2.79,20,AHL,0,0,46,0,35,4
0,0,0,1993-94,124,2653,3,0,0,0,0,0,Canada,0,0,0,2.80,21,Nat-Tm,0,0,45,0,24,17
0,0,0,1993-94,18,495,1,0,0,0,0,0,Canada,0,0,0,2.18,21,Olympics,0,0,8,0,5,2
0,0,0,1993-94,38,610,1,0,0,0,0,0,Binghamton Rangers,0,0,0,3.74,21,AHL,0,0,10,0,5,4
0,0,0,1994-95,175,3371,5,0,0,1470,1645,0,Binghamton Rangers,0,0,0,3.11,22,AHL,.894,0,57,0,31,20
0,0,0,1994-95,21,488,1,0,0,0,0,0,Canada,0,0,0,2.58,22,WC-A,0,0,8,0,4,3
0,0,0,1997-98,187,3512,6,0,0,1724,1911,0,Syracuse Crunch,1,0,0,3.19,25,AHL,.902,0,60,0,30,22
0,0,0,1998-99,14,300,0,0,0,140,154,0,Syracuse Crunch,0,0,0,2.80,26,AHL,.909,0,5,0,2,3
0,0,0,1999-00,91,2035,2,6,0,844,935,2,2 Teams,3,0,0,2.68,27,IHL,.903,0,36,2,18,13
0,0,0,1999-00,49,1098,1,0,0,399,448,0,Milwaukee Admirals,0,0,0,2.68,27,IHL,.891,0,19,0,9,8
0,0,0,1999-00,42,937,1,6,0,445,487,2,Utah Grizzlies,3,0,0,2.69,27,IHL,.914,0,17,2,9,5
0,0,0,2000-01,28,783,0,2,0,402,430,1,Cincinnati Cyclones,1,0,0,2.15,28,IHL,.935,0,13,1,11,2
0,0,0,2000-01,123,2341,2,2,0,1196,1319,2,2 Teams,1,0,0,3.15,28,AHL,.907,0,40,2,17,21
0,0,0,2000-01,19,199,0,2,0,119,138,0,Albany River Rats,0,0,0,5.73,28,AHL,.862,0,4,0,0,4
0,0,0,2000-01,104,2142,2,0,0,1077,1181,2,Portland Pirates,1,0,0,2.91,28,AHL,.912,0,36,2,17,17
0,0,0,2001-02,76,1694,5,0,0,820,896,2,2 Teams,2,0,0,2.69,29,AHL,.915,0,28,2,8,15
0,0,0,2001-02,62,1395,5,0,0,714,776,2,Portland Pirates,1,0,0,2.67,29,AHL,.920,0,23,2,6,12
0,0,0,2001-02,14,299,0,0,0,106,120,0,Philadelphia Phantoms,1,0,0,2.81,29,AHL,.883,0,5,0,2,3
0,0,0,2002-03,86,1953,2,6,0,1002,1088,2,Utah Grizzlies,0,0,0,2.64,30,AHL,.921,0,35,2,14,16
0,0,0,2003-04,11,312,0,0,0,0,0,0,Timra IK,1,0,0,2.12,31,Sweden,0,0,5,0,0,0
0,0,0,2004-05,31,695,0,2,0,0,0,0,Kassel Huskies,0,0,0,2.68,32,Germany,0,0,12,0,0,0
