pim,team,assists,plus_minus,points,league,games_played,year,age,goals
28,U.S. National Team Development Program,9,0,16,U-17,18,2003-04,16,7
44,U.S. National Team Development Program,12,0,20,NAHL,43,2003-04,16,8
0,U.S. National Team Development Program,1,0,3,U-18,4,2004-05,17,2
111,Sudbury Wolves,28,5,38,OHL,65,2004-05,17,10
146,Sudbury Wolves,46,19,70,OHL,65,2005-06,18,24
135,Sudbury Wolves,57,13,88,OHL,66,2006-07,19,31
16,Binghamton Senators,13,4,19,AHL,28,2007-08,20,6
4,United States,2,3,2,WC-A,9,2008-09,21,0
0,United States,0,4,3,WC-A,6,2009-10,22,3
10,USA,2,-2,5,WC,10,2015-16,28,3
