assists,year,games_played,points,goals,team,age,pim,plus_minus,league
6,1982-83,23,7,1,Notre Dame Midget Hounds,16,8,0,SMHL
7,1982-83,27,10,3,Kamloops Blazers,16,43,0,BCJHL
0,1982-83,1,0,0,Regina Pats,16,0,0,WHL
10,1983-84,62,12,2,Regina Pats,17,64,0,WHL
34,1984-85,69,44,10,Regina Pats,18,97,0,WHL
60,1985-86,72,79,19,Regina Pats,19,140,0,WHL
17,1986-87,76,22,5,Peoria Rivermen,20,155,0,IHL
21,1987-88,54,25,4,Peoria Rivermen,21,126,0,IHL
2,1988-89,22,2,0,Peoria Rivermen,22,54,0,IHL
2,1989-90,24,3,1,Peoria Rivermen,23,79,0,IHL
0,1990-91,3,0,0,Peoria Rivermen,24,2,0,IHL
13,1996-97,79,16,3,2 Teams,30,62,0,IHL
8,1996-97,48,10,2,Detroit Vipers,30,36,0,IHL
5,1996-97,31,6,1,Chicago Wolves,30,26,0,IHL
