game_winning_goals,shotsPercentage,plus_minus,shots,power_play_goals,age,average_ice_time,games_played,assists,year,points,shorthanded_goals,goals,even_strength_goals,team,win,pim,total_ice_time,league
0,0,1,0,0,21,,6,1,1987-88,1,0,0,0,STL,,2,,NHL
0,0.0,-1,3,0,23,,3,0,1989-90,0,0,0,0,STL,,0,,NHL
0,0.0,-4,6,0,24,,6,0,1990-91,0,0,0,0,VAN,,13,,NHL
0,0.0,3,10,0,25,,13,0,1991-92,0,0,0,0,VAN,,20,,NHL
0,0.0,-2,4,0,26,,9,0,1992-93,0,0,0,0,VAN,,6,,NHL
0,0.0,-1,1,0,27,,2,0,1993-94,0,0,0,0,CHI,,15,,NHL
