average_ice_time,total_shots,points,game_winning_goals,shorthanded_goals,blocks,league,age,even_strength_assists,faceoff_wins,pim,plus_minus,shots,faceoff_percentage,even_strength_goals,faceoff_loses,power_play_goals,shorthanded_assists,power_play_assists,takeaways,year,team,goals,hits,assists,giveaways,shotsPercentage,total_ice_time,games_played,awards
12:57,0,9,1,0,0,NHL,19,5,0,15,-6,49,0,4,0,0,0,0,0,1999-00,OTT,4,0,5,0,8.2,414,32,[]
11:38,0,19,3,0,0,NHL,20,10,0,46,-1,83,0,7,0,0,2,0,0,2000-01,OTT,7,0,12,0,8.4,698,60,[]
14:05,0,24,4,3,0,NHL,21,8,0,55,8,123,0,12,0,0,1,0,0,2001-02,OTT,15,0,9,0,12.2,817,58,[]
15:59,0,38,3,1,0,NHL,22,16,0,54,13,142,0,12,0,5,0,4,0,2002-03,OTT,18,0,20,0,12.7,1183,74,"[{'link': '/awards/voting-2003.html#selke', 'name': 'Selke-30'}]"
17:26,0,10,0,0,0,NHL,23,6,0,39,-3,47,0,3,0,1,0,0,0,2003-04,OTT,4,0,6,0,8.5,418,24,[]
17:09,0,44,3,4,0,NHL,25,12,0,64,23,150,0,16,0,2,3,7,0,2005-06,OTT,22,0,22,0,14.7,1166,68,"[{'link': '/awards/voting-2006.html#selke', 'name': 'Selke-3'}]"
18:25,0,48,3,2,0,NHL,26,19,0,41,15,193,0,13,0,7,2,5,0,2006-07,OTT,22,0,26,0,11.4,1253,68,"[{'link': '/awards/voting-2007.html#selke', 'name': 'Selke-5'}]"
19:46,369,47,4,2,73,NHL,27,20,618,82,-10,215,50.3,15,610,6,3,1,47,2007-08,OTT,23,234,24,45,10.7,1561,79,"[{'link': '/awards/voting-2008.html#selke', 'name': 'Selke-22'}]"
18:30,327,32,3,2,54,NHL,28,14,535,66,0,182,51.2,10,509,1,0,5,45,2008-09,OTT,13,211,19,36,7.1,1443,78,[]
18:58,374,53,6,0,79,NHL,29,23,673,59,1,212,52.1,15,618,10,2,3,47,2009-10,OTT,25,208,28,34,11.8,1498,79,"[{'link': '/awards/voting-2010.html#byng', 'name': 'Byng-54'}, {'link': '/awards/voting-2010.html#selke', 'name': 'Selke-17'}]"
18:22,315,36,2,0,89,NHL,30,7,602,43,-17,192,48.3,15,644,4,0,10,36,2010-11,TOT,19,135,17,43,9.9,1506,82,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]"
18:25,204,24,1,0,59,NHL,30,4,399,33,-19,132,48.4,11,426,3,0,6,21,2010-11,OTT,14,91,10,29,10.6,1013,55,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]"
18:15,111,12,1,0,30,NHL,30,3,203,10,2,60,48.2,4,218,1,0,4,15,2010-11,NSH,5,44,7,14,8.3,493,27,"[{'link': '/awards/voting-2011.html#selke', 'name': 'Selke-53'}]"
19:18,260,51,7,0,76,NHL,31,17,588,33,11,157,48.3,19,629,5,1,9,44,2011-12,NSH,24,116,27,34,15.3,1389,72,"[{'link': '/awards/voting-2012.html#selke', 'name': 'Selke-7'}]"
19:28,138,21,0,0,46,NHL,32,6,275,27,6,68,48.8,9,288,1,0,5,23,2012-13,NSH,10,67,11,13,14.7,740,38,"[{'link': '/awards/voting-2013.html#byng', 'name': 'Byng-56'}]"
19:45,280,49,4,0,73,NHL,33,22,596,60,-4,177,52.0,16,550,4,0,7,34,2013-14,NSH,20,144,29,38,11.3,1482,75,[]
18:26,191,39,1,1,60,NHL,34,17,601,39,4,111,52.3,11,548,7,0,3,27,2014-15,NSH,19,125,20,16,17.1,1088,59,[]
17:10,187,23,2,0,74,NHL,35,7,668,29,-14,98,53.4,10,582,3,1,2,21,2015-16,NSH,13,142,10,14,13.3,1201,70,[]
16:37,194,42,3,0,64,NHL,36,14,703,55,1,120,54.9,11,577,7,0,10,21,2016-17,NSH,18,160,24,19,15.0,1196,72,[]
