bad_start,shutouts,awards,points,goals_allowed_average,goals_saved_aboved_average,shots_againist,league,good_starts,age,good_start_precentages,saves,pim,goals,games_started,goals_allowed_precentage,goals_allowed,saves_percentage,year,team,loses,goalie_point_share,assists,ties,wins,games_played,minutes
0,0,[],3,4.61,-23.44,951,NHL,0,24,0,808,0,0,0,120,143,.850,1985-86,NJD,18,3.3,3,2,11,37,1862
0,0,[],0,4.32,-11.91,1793,NHL,0,25,0,1566,17,0,0,106,0,.873,1986-87,NJD,26,8.8,0,2,24,58,3153
0,1,[],1,3.77,-13.77,1117,NHL,0,26,0,969,8,0,0,110,148,.868,1987-88,NJD,19,5.0,1,3,18,45,2354
0,1,[],4,3.83,-13.95,1294,NHL,0,27,0,1124,2,0,0,109,170,.869,1988-89,TOT,19,5.9,4,4,21,49,2665
0,1,[],4,4.29,-11.19,554,NHL,0,27,0,476,2,0,0,117,78,.859,1988-89,WIN,8,2.1,4,2,8,22,1092
0,0,[],0,3.51,-2.76,740,NHL,0,27,0,648,0,0,0,103,92,.876,1988-89,CHI,11,3.8,0,2,13,27,1573
0,0,[],3,4.25,-28.68,987,NHL,0,28,0,841,8,0,0,124,146,.852,1989-90,TOT,16,3.1,3,3,17,42,2060
0,0,[],2,4.18,-25.26,898,NHL,0,28,0,766,6,0,0,124,132,.853,1989-90,CHI,14,2.9,2,3,16,39,1894
0,0,[],1,5.06,0,89,NHL,0,28,0,75,2,0,0,0,14,.843,1989-90,PIT,2,0.2,1,0,1,3,166
0,0,[],0,6.11,0,55,NHL,0,29,0,44,0,0,0,0,11,.800,1990-91,DET,2,-0.1,0,0,0,3,108
